Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1103,68.0,7.0,802.0,8.15,22.58,0.36,4.25,12.42,0.34,3.92,10.2,0.38,2.13,2.98,0.72,0.6,5.93,6.53,0.87,1.17,0.68,2.23,6.15,22.7,94.0,110.0
