Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",23.0,NBA,SG,47.0,552.0,9.6,0.45,0.31,0.24,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,-0.5,0.4,-0.1,-0.01,-3.8,-0.3,-4.1,-0.3
1994,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",24.0,NBA,SG,72.0,1242.0,14.6,0.51,0.3,0.32,3.2,10.8,6.8,21.0,4.2,0.9,16.0,18.1,0.8,1.3,2.1,0.08,-1.2,1.8,0.6,0.8
1995,17,176,MIL,Milwaukee Bucks,Jon Barry,"July 25, 1969",25.0,NBA,SG,52.0,602.0,12.6,0.56,0.36,0.6,2.9,7.0,4.9,21.2,2.6,0.5,19.5,15.5,0.7,0.4,1.1,0.08,-1.1,0.6,-0.6,0.2
1996,10,176,GSW,Golden State Warriors,Jon Barry,"July 25, 1969",26.0,NBA,SG,68.0,712.0,14.9,0.64,0.5,0.2,2.7,7.5,5.1,18.5,2.4,1.1,17.3,14.9,1.4,0.4,1.8,0.12,2.0,0.8,2.8,0.9
1997,1,176,ATL,Atlanta Hawks,Jon Barry,"July 25, 1969",27.0,NBA,SG,58.0,965.0,13.2,0.54,0.5,0.19,3.3,8.8,6.1,19.7,3.2,0.2,18.1,15.9,0.9,1.5,2.4,0.12,-0.5,1.7,1.3,0.8
1998,14,176,LAL,Los Angeles Lakers,Jon Barry,"July 25, 1969",28.0,NBA,SG,49.0,374.0,13.3,0.52,0.59,0.28,2.5,8.6,5.6,19.7,3.3,0.6,15.9,16.4,0.5,0.4,0.9,0.12,-0.7,1.0,0.2,0.2
1999,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",29.0,NBA,SG,43.0,736.0,15.9,0.61,0.57,0.61,3.6,10.1,6.9,21.6,3.6,0.4,21.2,12.9,1.6,0.8,2.4,0.16,0.3,2.5,2.8,0.9
2000,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",30.0,NBA,SG,62.0,1281.0,15.9,0.62,0.44,0.34,3.1,9.9,6.5,16.7,2.8,0.4,17.6,15.7,2.6,1.6,4.2,0.16,0.8,2.0,2.8,1.5
2001,26,176,SAC,Sacramento Kings,Jon Barry,"July 25, 1969",31.0,NBA,SG,62.0,1010.0,12.4,0.55,0.52,0.29,1.8,8.1,5.0,19.0,1.4,0.4,15.6,14.9,1.5,0.9,2.4,0.11,-0.1,0.1,0.1,0.5
2002,9,176,DET,Detroit Pistons,Jon Barry,"July 25, 1969",32.0,NBA,SG,82.0,1985.0,17.7,0.64,0.49,0.22,2.5,11.3,6.9,23.2,2.5,0.7,16.2,16.2,5.0,2.5,7.5,0.18,2.6,1.3,3.9,3.0
2003,9,176,DET,Detroit Pistons,Jon Barry,"July 25, 1969",33.0,NBA,SG,80.0,1473.0,17.9,0.59,0.5,0.24,2.6,12.0,7.2,25.5,2.4,0.7,14.8,17.9,3.4,2.2,5.6,0.18,2.6,1.6,4.3,2.3
2004,8,176,DEN,Denver Nuggets,Jon Barry,"July 25, 1969",34.0,NBA,SG,57.0,1101.0,14.6,0.54,0.46,0.24,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,1.7,1.1,2.8,0.12,0.8,1.2,2.0,1.1
2005,31,176,TOT,Total After Trade,Jon Barry,"July 25, 1969",35.0,NBA,SG,69.0,1505.0,13.4,0.57,0.45,0.19,2.0,10.1,6.2,18.1,2.1,0.5,14.4,14.4,2.1,1.8,3.9,0.12,0.3,1.4,1.7,1.4
2005,1,176,ATL,Atlanta Hawks,Jon Barry,"July 25, 1969",35.0,NBA,SG,16.0,275.0,10.6,0.5,0.42,0.17,1.6,7.6,4.4,16.2,2.7,0.6,14.5,15.7,0.1,0.1,0.2,0.04,-2.3,0.2,-2.1,0.0
2005,11,176,HOU,Houston Rockets,Jon Barry,"July 25, 1969",35.0,NBA,SG,53.0,1230.0,14.0,0.59,0.46,0.2,2.1,10.7,6.5,18.5,2.0,0.4,14.3,14.2,2.0,1.7,3.7,0.14,0.9,1.6,2.5,1.4
2006,11,176,HOU,Houston Rockets,Jon Barry,"July 25, 1969",36.0,NBA,SG,20.0,342.0,8.5,0.55,0.49,0.45,0.3,10.1,5.3,12.5,2.1,0.2,22.1,13.9,0.0,0.4,0.4,0.06,-3.0,1.5,-1.5,0.0
