Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,15,663,VAN,Vancouver Grizzlies,Antonio Daniels,"March 19, 1975",22.0,NBA,SG,74.0,50.0,1956.0,6.1,14.6,0.42,0.3,1.4,0.21,5.8,13.2,0.44,3.0,4.5,0.66,0.6,3.2,3.8,8.9,1.5,0.3,4.4,2.3,15.4,,93.0,115.0
1999,27,663,SAS,San Antonio Spurs,Antonio Daniels,"March 19, 1975",23.0,NBA,PG,47.0,0.0,614.0,7.3,16.1,0.45,0.4,1.5,0.29,6.9,14.6,0.47,4.3,5.7,0.75,1.1,3.6,4.8,9.3,2.6,0.5,3.9,3.4,19.4,,105.0,97.0
2000,27,663,SAS,San Antonio Spurs,Antonio Daniels,"March 19, 1975",24.0,NBA,SG,68.0,1.0,1195.0,7.2,15.2,0.47,1.0,2.9,0.33,6.2,12.3,0.51,3.2,4.5,0.71,0.7,3.1,3.8,7.8,2.4,0.2,2.6,3.2,18.6,,110.0,101.0
2001,27,663,SAS,San Antonio Spurs,Antonio Daniels,"March 19, 1975",25.0,NBA,PG,79.0,23.0,2060.0,7.2,15.3,0.47,1.9,4.8,0.4,5.2,10.5,0.5,3.1,4.1,0.78,0.7,3.6,4.2,7.9,1.6,0.4,2.8,3.1,19.4,,113.0,102.0
2002,27,663,SAS,San Antonio Spurs,Antonio Daniels,"March 19, 1975",26.0,NBA,SG,82.0,13.0,2175.0,6.6,15.0,0.44,1.4,4.8,0.29,5.2,10.2,0.51,3.9,5.1,0.75,0.6,3.8,4.3,5.6,1.2,0.3,1.7,2.5,18.5,,113.0,104.0
2003,25,663,POR,Portland Trail Blazers,Antonio Daniels,"March 19, 1975",27.0,NBA,SG,67.0,2.0,872.0,5.2,11.5,0.45,1.1,3.6,0.3,4.1,7.8,0.52,4.0,4.7,0.86,0.7,3.8,4.4,5.2,2.0,0.6,2.0,2.6,15.5,,117.0,105.0
2004,21,663,SEA,Seattle Supersonics,Antonio Daniels,"March 19, 1975",28.0,NBA,PG,71.0,32.0,1512.0,6.6,14.0,0.47,1.5,4.1,0.36,5.1,10.0,0.51,5.5,6.5,0.84,0.8,4.2,5.0,10.5,1.6,0.2,2.2,2.3,20.2,,129.0,111.0
2005,21,663,SEA,Seattle Supersonics,Antonio Daniels,"March 19, 1975",29.0,NBA,PG,75.0,2.0,2026.0,7.4,16.8,0.44,1.3,4.4,0.3,6.0,12.3,0.49,6.7,8.2,0.82,0.5,4.0,4.6,8.3,1.4,0.1,2.1,2.1,22.7,,124.0,113.0
2006,30,663,WAS,Washington Wizards,Antonio Daniels,"March 19, 1975",30.0,NBA,SG,80.0,17.0,2283.0,5.2,12.5,0.42,0.5,2.3,0.23,4.7,10.2,0.46,6.5,7.7,0.84,0.4,3.5,3.9,6.5,1.2,0.2,2.0,2.2,17.5,,118.0,111.0
2007,30,663,WAS,Washington Wizards,Antonio Daniels,"March 19, 1975",31.0,NBA,SG,80.0,8.0,1761.0,5.0,11.3,0.44,0.6,1.8,0.3,4.4,9.4,0.47,6.0,7.2,0.83,0.5,3.9,4.4,8.4,1.1,0.3,2.0,2.3,16.5,,123.0,114.0
2008,30,663,WAS,Washington Wizards,Antonio Daniels,"March 19, 1975",32.0,NBA,PG,71.0,63.0,2161.0,5.1,11.1,0.46,0.4,1.8,0.23,4.7,9.3,0.5,4.2,5.4,0.78,0.6,4.5,5.0,8.4,1.7,0.0,2.3,1.9,14.8,,117.0,112.0
2009,31,663,TOT,Total After Trade,Antonio Daniels,"March 19, 1975",33.0,NBA,PG,74.0,9.0,1021.0,5.2,12.5,0.42,1.2,3.2,0.37,4.1,9.3,0.44,4.2,5.3,0.8,0.3,3.8,4.1,9.4,1.4,0.1,3.3,2.9,15.9,,108.0,112.0
2009,30,663,WAS,Washington Wizards,Antonio Daniels,"March 19, 1975",33.0,NBA,PG,13.0,5.0,288.0,3.3,8.2,0.4,0.9,2.0,0.46,2.4,6.2,0.38,4.6,6.0,0.76,0.0,4.0,4.0,8.6,1.3,0.0,2.4,2.6,12.1,,114.0,117.0
2009,19,663,NOH,New Orleans Hornets,Antonio Daniels,"March 19, 1975",33.0,NBA,PG,61.0,4.0,733.0,6.0,14.2,0.42,1.3,3.7,0.35,4.8,10.6,0.45,4.1,5.0,0.82,0.4,3.7,4.1,9.7,1.4,0.1,3.7,3.1,17.5,,106.0,111.0
2011,23,663,PHI,Philadelphia 76Ers,Antonio Daniels,"March 19, 1975",35.0,NBA,PG,4.0,0.0,35.0,3.0,7.5,0.4,0.0,3.0,0.0,3.0,4.5,0.67,3.0,3.0,1.0,0.0,7.5,7.5,3.0,0.0,0.0,1.5,0.0,9.0,,101.0,109.0
