Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1987,6,1192,CLE,Cleveland Cavaliers,Ron Harper,"January 20, 1964",23.0,NBA,SG,82.0,82.0,3064.0,734.0,1614.0,0.46,20.0,94.0,0.21,714.0,1520.0,0.47,0.46,386.0,564.0,0.68,169.0,223.0,392.0,394.0,209.0,84.0,345.0,247.0,1874.0,0.0
1988,6,1192,CLE,Cleveland Cavaliers,Ron Harper,"January 20, 1964",24.0,NBA,SG,57.0,52.0,1830.0,340.0,732.0,0.46,3.0,20.0,0.15,337.0,712.0,0.47,0.47,196.0,278.0,0.7,64.0,159.0,223.0,281.0,122.0,52.0,158.0,157.0,879.0,0.0
1989,6,1192,CLE,Cleveland Cavaliers,Ron Harper,"January 20, 1964",25.0,NBA,SG,82.0,82.0,2851.0,587.0,1149.0,0.51,29.0,116.0,0.25,558.0,1033.0,0.54,0.52,323.0,430.0,0.75,122.0,287.0,409.0,434.0,185.0,74.0,230.0,224.0,1526.0,1.0
1990,31,1192,TOT,Total After Trade,Ron Harper,"January 20, 1964",26.0,NBA,SG,35.0,35.0,1367.0,301.0,637.0,0.47,14.0,51.0,0.28,287.0,586.0,0.49,0.48,182.0,231.0,0.79,74.0,132.0,206.0,182.0,81.0,41.0,100.0,105.0,798.0,0.0
1990,6,1192,CLE,Cleveland Cavaliers,Ron Harper,"January 20, 1964",26.0,NBA,SG,7.0,7.0,262.0,61.0,138.0,0.44,1.0,5.0,0.2,60.0,133.0,0.45,0.45,31.0,41.0,0.76,19.0,29.0,48.0,49.0,14.0,9.0,18.0,25.0,154.0,0.0
1990,13,1192,LAC,Los Angeles Clippers,Ron Harper,"January 20, 1964",26.0,NBA,SG,28.0,28.0,1105.0,240.0,499.0,0.48,13.0,46.0,0.28,227.0,453.0,0.5,0.49,151.0,190.0,0.8,55.0,103.0,158.0,133.0,67.0,32.0,82.0,80.0,644.0,0.0
1991,13,1192,LAC,Los Angeles Clippers,Ron Harper,"January 20, 1964",27.0,NBA,SG,39.0,34.0,1383.0,285.0,729.0,0.39,48.0,148.0,0.32,237.0,581.0,0.41,0.42,145.0,217.0,0.67,58.0,130.0,188.0,209.0,66.0,35.0,129.0,111.0,763.0,0.0
1992,13,1192,LAC,Los Angeles Clippers,Ron Harper,"January 20, 1964",28.0,NBA,SG,82.0,82.0,3144.0,569.0,1292.0,0.44,64.0,211.0,0.3,505.0,1081.0,0.47,0.46,293.0,398.0,0.74,120.0,327.0,447.0,417.0,152.0,72.0,252.0,199.0,1495.0,1.0
1993,13,1192,LAC,Los Angeles Clippers,Ron Harper,"January 20, 1964",29.0,NBA,SG,80.0,77.0,2970.0,542.0,1203.0,0.45,52.0,186.0,0.28,490.0,1017.0,0.48,0.47,307.0,399.0,0.77,117.0,308.0,425.0,360.0,177.0,73.0,222.0,212.0,1443.0,0.0
1994,13,1192,LAC,Los Angeles Clippers,Ron Harper,"January 20, 1964",30.0,NBA,SG,75.0,75.0,2856.0,569.0,1335.0,0.43,71.0,236.0,0.3,498.0,1099.0,0.45,0.45,299.0,418.0,0.72,129.0,331.0,460.0,344.0,144.0,54.0,242.0,167.0,1508.0,2.0
1995,5,1192,CHI,Chicago Bulls,Ron Harper,"January 20, 1964",31.0,NBA,SG,77.0,53.0,1536.0,209.0,491.0,0.43,31.0,110.0,0.28,178.0,381.0,0.47,0.46,81.0,131.0,0.62,51.0,129.0,180.0,157.0,97.0,27.0,100.0,132.0,530.0,0.0
1996,5,1192,CHI,Chicago Bulls,Ron Harper,"January 20, 1964",32.0,NBA,PG,80.0,80.0,1886.0,234.0,501.0,0.47,28.0,104.0,0.27,206.0,397.0,0.52,0.5,98.0,139.0,0.7,74.0,139.0,213.0,208.0,105.0,32.0,73.0,137.0,594.0,0.0
1997,5,1192,CHI,Chicago Bulls,Ron Harper,"January 20, 1964",33.0,NBA,PG,76.0,74.0,1740.0,177.0,406.0,0.44,68.0,188.0,0.36,109.0,218.0,0.5,0.52,58.0,82.0,0.71,46.0,147.0,193.0,191.0,86.0,38.0,50.0,138.0,480.0,0.0
1998,5,1192,CHI,Chicago Bulls,Ron Harper,"January 20, 1964",34.0,NBA,PG,82.0,82.0,2284.0,293.0,665.0,0.44,16.0,84.0,0.19,277.0,581.0,0.48,0.45,162.0,216.0,0.75,107.0,183.0,290.0,241.0,108.0,48.0,91.0,181.0,764.0,0.0
1999,5,1192,CHI,Chicago Bulls,Ron Harper,"January 20, 1964",35.0,NBA,SG,35.0,35.0,1107.0,147.0,390.0,0.38,27.0,85.0,0.32,120.0,305.0,0.39,0.41,71.0,101.0,0.7,49.0,131.0,180.0,115.0,60.0,35.0,65.0,80.0,392.0,0.0
2000,14,1192,LAL,Los Angeles Lakers,Ron Harper,"January 20, 1964",36.0,NBA,PG,80.0,78.0,2042.0,212.0,531.0,0.4,33.0,106.0,0.31,179.0,425.0,0.42,0.43,100.0,147.0,0.68,96.0,241.0,337.0,270.0,85.0,39.0,132.0,164.0,557.0,0.0
2001,14,1192,LAL,Los Angeles Lakers,Ron Harper,"January 20, 1964",37.0,NBA,PG,47.0,46.0,1139.0,127.0,271.0,0.47,19.0,72.0,0.26,108.0,199.0,0.54,0.5,34.0,48.0,0.71,46.0,120.0,166.0,113.0,39.0,25.0,62.0,70.0,307.0,0.0
