Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,23,1315,PHI,Philadelphia 76Ers,Lionel Hollins,1953-10-19,26.0,NBA,SG,18.0,,618.0,7.6,18.3,0.42,0.0,0.8,0.0,7.6,17.5,0.44,4.2,5.3,0.79,1.3,4.2,5.6,8.9,2.1,0.2,3.6,3.8,19.4,98.0,104.0
1981,23,1315,PHI,Philadelphia 76Ers,Lionel Hollins,1953-10-19,27.0,NBA,PG,16.0,,490.0,6.7,15.1,0.44,0.0,0.1,0.0,6.7,15.0,0.44,2.9,3.7,0.78,0.8,2.6,3.4,6.5,1.7,0.1,1.9,4.2,16.2,106.0,110.0
1982,23,1315,PHI,Philadelphia 76Ers,Lionel Hollins,1953-10-19,28.0,NBA,PG,8.0,,114.0,6.4,21.0,0.31,0.0,0.4,0.0,6.4,20.6,0.31,1.7,2.6,0.67,0.4,3.4,3.9,10.7,3.9,0.4,5.6,4.7,14.6,74.0,104.0
1984,9,1315,DET,Detroit Pistons,Lionel Hollins,1953-10-19,30.0,NBA,PG,2.0,,6.0,0.0,7.9,0.0,0.0,0.0,,0.0,7.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.9,15.9,0.0,0.0,0.0,111.0
1985,11,1315,HOU,Houston Rockets,Lionel Hollins,1953-10-19,31.0,NBA,PG,5.0,1.0,94.0,3.9,12.8,0.31,0.0,0.0,,3.9,12.8,0.31,0.5,0.5,1.0,0.5,3.9,4.4,8.9,2.0,0.0,3.4,7.9,8.4,79.0,103.0
