Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,7,849,DAL,Dallas Mavericks,23.0,NBA,SF,67.0,2.0,1059.0,10.3,22.6,0.46,0.5,1.3,0.41,9.8,21.2,0.46,4.0,5.5,0.72,4.9,6.6,11.4,2.6,1.9,0.4,3.6,5.4,25.1,,102.0,108.0
1985,7,849,DAL,Dallas Mavericks,24.0,NBA,SF,72.0,4.0,1314.0,10.1,22.3,0.45,1.6,4.0,0.38,8.6,18.3,0.47,2.8,3.8,0.74,3.7,5.1,8.8,2.1,1.7,0.3,2.1,4.8,24.7,,107.0,110.0
1986,7,849,DAL,Dallas Mavericks,25.0,NBA,SF,72.0,1.0,1086.0,8.3,20.3,0.41,2.7,7.5,0.36,5.6,12.8,0.44,2.6,3.5,0.72,3.7,3.5,7.3,1.6,1.7,0.4,1.6,3.4,22.0,,108.0,112.0
1987,21,849,SEA,Seattle Supersonics,26.0,NBA,SG,82.0,76.0,3073.0,12.0,23.3,0.52,1.3,3.7,0.36,10.7,19.6,0.55,5.9,7.5,0.79,2.9,4.0,6.9,3.7,1.6,0.5,3.7,4.1,31.3,,117.0,112.0
1988,21,849,SEA,Seattle Supersonics,27.0,NBA,SG,75.0,73.0,2790.0,13.1,26.1,0.5,1.8,4.4,0.41,11.3,21.6,0.52,5.2,6.8,0.77,2.9,3.0,5.8,3.4,1.3,0.2,3.0,3.8,33.3,,117.0,112.0
1989,21,849,SEA,Seattle Supersonics,28.0,NBA,SG,82.0,82.0,3190.0,12.9,25.7,0.5,2.4,5.1,0.48,10.4,20.6,0.51,5.7,6.9,0.82,2.3,2.8,5.1,2.5,1.6,0.3,3.3,3.0,33.9,,119.0,112.0
1990,21,849,SEA,Seattle Supersonics,29.0,NBA,SG,55.0,49.0,2033.0,12.4,25.0,0.5,2.4,6.3,0.38,10.1,18.7,0.54,4.8,5.8,0.82,2.2,3.7,5.9,2.7,1.5,0.2,2.9,3.1,32.0,,118.0,113.0
1991,31,849,TOT,Total After Trade,30.0,NBA,SG,51.0,24.0,1424.0,11.9,25.2,0.47,2.0,5.5,0.36,9.9,19.7,0.5,4.2,5.8,0.72,2.3,3.8,6.1,3.3,1.7,0.3,2.8,3.9,30.0,,110.0,111.0
1991,21,849,SEA,Seattle Supersonics,30.0,NBA,SG,30.0,24.0,800.0,11.3,24.4,0.46,1.7,5.6,0.3,9.6,18.8,0.51,3.9,5.2,0.74,1.7,4.0,5.7,4.0,2.1,0.2,3.1,3.7,28.1,,109.0,111.0
1991,17,849,MIL,Milwaukee Bucks,30.0,NBA,SG,21.0,0.0,624.0,12.7,26.2,0.49,2.4,5.4,0.44,10.3,20.7,0.5,4.6,6.6,0.71,3.0,3.4,6.5,2.5,1.3,0.4,2.6,4.2,32.5,,112.0,111.0
1992,17,849,MIL,Milwaukee Bucks,31.0,NBA,SF,81.0,11.0,2191.0,11.1,23.7,0.47,3.2,7.5,0.42,8.0,16.2,0.49,3.8,4.9,0.77,2.1,3.7,5.8,2.4,1.3,0.4,2.7,3.5,29.2,,114.0,114.0
1993,27,849,SAS,San Antonio Spurs,32.0,NBA,SG,82.0,76.0,2731.0,10.0,20.1,0.5,2.2,5.5,0.4,7.8,14.6,0.54,2.9,3.6,0.8,1.5,4.3,5.7,2.0,1.4,0.3,2.0,3.3,25.2,,113.0,110.0
1994,27,849,SAS,San Antonio Spurs,33.0,NBA,SF,77.0,75.0,2590.0,9.8,19.9,0.49,2.7,6.8,0.4,7.1,13.1,0.55,1.7,2.2,0.78,1.4,3.8,5.2,1.6,1.4,0.2,1.5,2.9,24.1,,119.0,108.0
1995,8,849,DEN,Denver Nuggets,34.0,NBA,SF,81.0,3.0,1996.0,9.2,20.4,0.45,2.8,6.9,0.4,6.4,13.4,0.48,2.9,3.3,0.87,1.5,4.4,5.8,1.5,1.0,0.2,2.1,3.7,24.1,,111.0,113.0
1996,8,849,DEN,Denver Nuggets,35.0,NBA,SF,81.0,52.0,2626.0,9.1,19.0,0.48,3.0,7.2,0.41,6.1,11.8,0.52,2.7,3.5,0.76,1.7,4.5,6.2,2.8,1.1,0.1,1.9,3.8,23.9,,116.0,112.0
1997,8,849,DEN,Denver Nuggets,36.0,NBA,SF,82.0,51.0,2940.0,8.4,20.3,0.41,3.4,9.3,0.36,5.0,11.0,0.46,3.8,4.6,0.82,1.7,3.4,5.2,2.9,1.1,0.1,2.6,3.1,24.0,,107.0,115.0
1998,21,849,SEA,Seattle Supersonics,37.0,NBA,SF,79.0,0.0,1939.0,9.6,19.3,0.5,3.5,7.6,0.46,6.1,11.7,0.52,3.1,3.9,0.78,1.4,3.7,5.1,2.5,1.7,0.1,2.0,3.5,25.7,,118.0,108.0
1999,21,849,SEA,Seattle Supersonics,38.0,NBA,SF,48.0,5.0,1232.0,7.6,17.2,0.44,4.1,9.4,0.43,3.5,7.7,0.45,2.3,3.0,0.76,1.1,3.9,5.0,1.7,1.1,0.1,2.0,3.3,21.5,,113.0,110.0
