Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,23,655,PHI,Philadelphia 76Ers,Michael Curry,1968-08-22,25.0,NBA,SG,10.0,43.0,-3.9,0.29,0.14,0.29,0.0,2.6,1.3,3.3,1.2,0.0,16.0,19.0,-0.2,0.0,-0.2,-0.22,-10.7,-2.8,-13.5,-0.1
1996,31,655,TOT,Total After Trade,Michael Curry,1968-08-22,27.0,NBA,"SF,SG",46.0,783.0,9.4,0.56,0.33,0.38,4.3,8.6,6.6,5.6,1.7,0.2,11.3,12.9,0.8,0.8,1.6,0.1,-2.4,0.9,-1.5,0.1
1996,30,655,WSB,Washington Bullets,Michael Curry,1968-08-22,27.0,NBA,SF,5.0,34.0,8.2,0.42,0.3,0.4,7.1,10.2,8.7,4.1,1.5,0.0,7.8,16.8,0.0,0.0,0.0,0.03,-2.8,-0.7,-3.5,0.0
1996,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,27.0,NBA,SG,41.0,749.0,9.4,0.57,0.33,0.38,4.2,8.6,6.5,5.6,1.7,0.2,11.5,12.7,0.8,0.8,1.6,0.1,-2.4,1.0,-1.5,0.1
1997,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,28.0,NBA,SG,81.0,1217.0,10.4,0.59,0.35,0.49,2.4,9.6,6.1,5.6,1.4,0.8,9.4,12.1,2.0,1.2,3.2,0.13,-1.7,0.8,-0.9,0.3
1998,17,655,MIL,Milwaukee Bucks,Michael Curry,1968-08-22,29.0,NBA,SG,82.0,1978.0,9.1,0.55,0.02,0.42,1.6,4.5,3.0,10.9,1.5,0.5,13.5,13.2,2.1,0.9,2.9,0.07,-2.9,0.0,-2.9,-0.5
1999,17,655,MIL,Milwaukee Bucks,Michael Curry,1968-08-22,30.0,NBA,SF,50.0,1146.0,8.7,0.51,0.07,0.38,2.0,9.2,5.7,10.5,2.0,0.5,13.3,11.6,0.9,0.8,1.7,0.07,-3.0,0.7,-2.3,-0.1
2000,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,31.0,NBA,SG,82.0,1611.0,8.6,0.56,0.01,0.44,1.5,6.0,3.7,8.3,1.0,0.2,13.9,14.3,1.6,0.5,2.0,0.06,-3.2,-0.8,-4.0,-0.8
2001,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,32.0,NBA,SG,68.0,1485.0,7.5,0.51,0.03,0.23,1.5,7.4,4.4,13.9,0.9,0.1,14.8,12.0,0.8,0.9,1.7,0.06,-4.2,0.0,-4.3,-0.9
2002,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,33.0,NBA,SG,82.0,1912.0,6.2,0.52,0.09,0.33,0.9,9.4,5.2,10.1,1.3,0.4,16.0,9.3,0.7,1.6,2.3,0.06,-4.6,0.6,-4.0,-1.0
2003,9,655,DET,Detroit Pistons,Michael Curry,1968-08-22,34.0,NBA,SF,78.0,1555.0,5.7,0.47,0.24,0.2,1.2,8.6,4.8,10.8,1.6,0.2,14.7,9.0,0.2,1.7,2.0,0.06,-4.8,1.4,-3.3,-0.5
2004,28,655,TOR,Toronto Raptors,Michael Curry,1968-08-22,35.0,NBA,SF,70.0,1229.0,3.6,0.46,0.08,0.3,2.0,6.1,4.1,7.2,1.0,0.3,17.8,10.6,-0.6,0.9,0.3,0.01,-6.6,0.4,-6.2,-1.3
2005,12,655,IND,Indiana Pacers,Michael Curry,1968-08-22,36.0,NBA,SF,18.0,249.0,5.1,0.46,0.0,0.28,3.9,9.0,6.5,9.7,1.1,1.2,13.3,7.2,0.1,0.2,0.3,0.06,-3.8,1.5,-2.3,0.0
