Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1991,23,3147,PHI,Philadelphia 76Ers,22.0,NBA,PF,52.0,508.0,8.0,0.49,0.01,0.35,9.3,15.2,12.3,4.7,0.9,0.7,17.7,19.4,-0.4,0.4,0.1,0.01,-5.8,-1.9,-7.7,-0.7
1992,23,3147,PHI,Philadelphia 76Ers,23.0,NBA,PF,50.0,646.0,7.4,0.42,0.0,0.43,11.1,14.6,12.8,2.7,1.6,1.9,15.2,19.6,-0.8,0.6,-0.3,-0.02,-6.2,-1.7,-7.9,-1.0
1993,3,3147,NJN,New Jersey Nets,24.0,NBA,PF,12.0,139.0,10.6,0.45,0.0,0.39,17.2,15.0,16.1,0.0,1.4,1.8,12.9,18.7,0.0,0.2,0.2,0.05,-3.7,-1.7,-5.4,-0.1
1994,3,3147,NJN,New Jersey Nets,25.0,NBA,PF,70.0,877.0,13.0,0.47,0.0,0.41,12.9,18.8,15.8,4.5,1.0,2.5,9.2,18.3,0.7,1.1,1.8,0.1,-2.8,-0.8,-3.6,-0.4
1995,3,3147,NJN,New Jersey Nets,26.0,NBA,PF,75.0,982.0,16.2,0.48,0.02,0.38,19.9,27.5,23.7,6.1,1.4,2.3,13.5,19.5,0.5,1.6,2.1,0.1,-1.8,-1.2,-3.0,-0.3
1996,3,3147,NJN,New Jersey Nets,27.0,NBA,PF,80.0,1858.0,16.4,0.46,0.01,0.41,19.8,28.0,23.8,4.4,1.0,2.3,12.0,20.8,0.9,3.0,3.8,0.1,-1.0,-2.0,-3.1,-0.5
1997,3,3147,NJN,New Jersey Nets,28.0,NBA,PF,41.0,1432.0,15.0,0.44,0.01,0.34,17.3,25.0,20.9,5.9,0.9,1.9,11.7,20.9,0.4,1.3,1.7,0.06,-1.5,-2.7,-4.2,-0.8
1998,3,3147,NJN,New Jersey Nets,29.0,NBA,C,65.0,2343.0,18.7,0.54,0.01,0.45,20.5,23.2,21.8,4.5,1.0,1.5,10.9,16.1,6.1,2.3,8.4,0.17,2.3,-2.0,0.3,1.4
1999,3,3147,NJN,New Jersey Nets,30.0,NBA,C,30.0,1020.0,14.5,0.47,0.01,0.39,15.1,24.4,19.5,5.3,1.2,4.3,15.3,13.0,0.9,1.3,2.2,0.1,-1.1,0.1,-1.0,0.3
