Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,21,1484,SEA,Seattle Supersonics,Dennis Johnson,1954-09-18,25.0,NBA,SG,15.0,,38.8,6.7,16.3,0.41,0.3,1.0,0.33,6.3,15.3,0.42,0.42,3.5,4.1,0.84,1.7,2.6,4.3,3.8,1.8,0.7,2.9,3.2,17.1
1981,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,26.0,NBA,PG,7.0,,38.1,7.4,15.7,0.47,0.1,0.7,0.2,7.3,15.0,0.49,0.48,4.6,6.0,0.76,1.0,3.7,4.7,2.9,1.3,1.3,2.7,2.6,19.6
1982,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,27.0,NBA,SG,7.0,,38.7,9.0,18.9,0.48,0.0,0.4,0.0,9.0,18.4,0.49,0.48,4.3,5.6,0.77,1.9,2.6,4.4,4.6,2.1,0.6,3.6,4.0,22.3
1983,24,1484,PHO,Phoenix Suns,Dennis Johnson,1954-09-18,28.0,NBA,PG,3.0,,36.0,7.3,16.0,0.46,0.0,0.3,0.0,7.3,15.7,0.47,0.46,3.3,4.0,0.83,2.0,5.7,7.7,5.7,1.7,0.7,2.7,3.0,18.0
1984,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,29.0,NBA,SG,22.0,,36.7,5.9,14.5,0.4,0.1,0.3,0.43,5.7,14.2,0.4,0.41,4.7,5.5,0.87,1.4,2.2,3.6,4.4,1.1,0.3,2.4,3.4,16.6
1985,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,30.0,NBA,PG,21.0,21.0,40.4,6.8,15.2,0.44,0.0,0.7,0.0,6.8,14.5,0.47,0.44,3.8,4.4,0.86,1.1,2.9,4.0,7.3,1.5,0.4,3.4,3.1,17.3
1986,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,31.0,NBA,PG,18.0,18.0,39.7,6.1,13.6,0.44,0.3,0.9,0.38,5.7,12.7,0.45,0.46,3.7,4.7,0.8,1.3,2.9,4.2,5.9,2.2,0.3,2.8,3.2,16.2
1987,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,32.0,NBA,PG,23.0,23.0,41.9,7.3,15.7,0.46,0.1,1.1,0.12,7.2,14.6,0.49,0.47,4.2,4.9,0.85,1.0,2.9,4.0,8.9,0.7,0.3,1.9,3.1,18.9
1988,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,33.0,NBA,PG,17.0,17.0,41.3,5.4,12.4,0.43,0.4,0.9,0.38,5.0,11.4,0.44,0.45,4.8,6.1,0.8,0.9,3.6,4.5,8.2,1.4,0.5,2.6,3.0,15.9
1989,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,34.0,NBA,PG,3.0,1.0,19.7,1.3,5.0,0.27,0.0,0.0,,1.3,5.0,0.27,0.27,0.0,0.0,,0.7,0.7,1.3,3.0,1.0,0.0,1.0,2.7,2.7
1990,2,1484,BOS,Boston Celtics,Dennis Johnson,1954-09-18,35.0,NBA,PG,5.0,5.0,32.4,6.0,12.4,0.48,0.4,1.2,0.33,5.6,11.2,0.5,0.5,1.4,1.4,1.0,0.4,2.4,2.8,5.6,0.4,0.4,2.0,3.4,13.8
