Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2005,CHA,Emeka Okafor,1,514.0,630,0.816,ROY
2005,CHI,Ben Gordon,2,443.0,630,0.703,ROY
2005,ORL,Dwight Howard,3,161.0,630,0.256,ROY
2005,PHI,Andre Iguodala,4,14.0,630,0.022,ROY
2005,CHI,Luol Deng,5T,1.0,630,0.002,ROY
2005,NOH,J.R. Smith,5T,1.0,630,0.002,ROY
