Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
21,943,Danny Fortson,"March 27, 1976",11.0,0.0,105.0,12.0,21.0,0.57,0.0,0.0,0,12.0,21.0,0.57,0.57,12.0,15.0,0.8,5.0,21.0,26.0,0.0,3.0,1.0,13.0,42.0,36.0,0
