Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",20.0,NBA,SG,77.0,65.0,1664.0,7.9,15.9,0.5,0.1,0.5,0.25,7.8,15.4,0.51,4.6,6.0,0.76,2.0,4.9,6.9,1.6,1.3,0.6,1.9,5.5,20.5,,110.0,115.0
2011,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",21.0,NBA,SG,82.0,82.0,2851.0,9.8,20.9,0.47,0.1,0.9,0.1,9.7,20.0,0.48,5.9,7.3,0.81,1.4,4.4,5.7,2.7,1.5,0.6,2.6,3.9,25.6,,106.0,115.0
2012,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",22.0,NBA,SG,63.0,63.0,2206.0,9.3,22.0,0.42,0.6,2.2,0.26,8.7,19.8,0.44,6.5,8.1,0.81,1.0,4.2,5.1,3.1,1.2,0.4,3.0,3.9,25.7,,100.0,108.0
2013,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",23.0,NBA,SG,82.0,82.0,3013.0,9.7,21.7,0.44,0.6,2.1,0.28,9.1,19.6,0.46,6.3,7.5,0.83,0.8,4.8,5.6,3.6,1.3,0.4,2.7,3.0,26.2,,105.0,110.0
2014,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",24.0,NBA,SG,79.0,79.0,3017.0,10.5,24.4,0.43,1.1,3.6,0.3,9.4,20.7,0.45,9.0,10.9,0.82,0.9,5.1,5.9,5.4,1.5,0.5,3.0,3.4,31.0,,110.0,107.0
2015,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",25.0,NBA,SG,60.0,60.0,2100.0,10.1,24.4,0.41,0.6,2.2,0.28,9.5,22.2,0.43,8.9,10.7,0.83,1.0,5.8,6.8,5.2,1.8,0.3,3.4,3.0,29.6,,104.0,109.0
2016,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",26.0,NBA,SG,78.0,78.0,2804.0,11.3,25.4,0.45,0.9,2.6,0.34,10.4,22.8,0.46,10.2,12.0,0.85,1.2,5.3,6.4,5.8,1.5,0.4,3.2,3.1,33.7,,113.0,108.0
2017,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",27.0,NBA,SG,74.0,74.0,2620.0,13.9,29.9,0.47,0.6,2.4,0.27,13.3,27.5,0.48,10.5,12.5,0.84,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,,113.0,110.0
2018,28,715,TOR,Toronto Raptors,DeMar DeRozan,"August 7, 1989",28.0,NBA,SG,80.0,80.0,2711.0,11.7,25.7,0.46,1.6,5.2,0.31,10.1,20.5,0.49,8.4,10.2,0.82,1.1,4.7,5.7,7.6,1.5,0.4,3.2,2.7,33.5,,114.0,109.0
2019,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",29.0,NBA,SG,77.0,77.0,2688.0,11.5,23.9,0.48,0.1,0.8,0.16,11.3,23.0,0.49,6.6,8.0,0.83,1.0,7.4,8.4,8.6,1.6,0.7,3.6,3.2,29.7,,110.0,111.0
2020,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",30.0,NBA,SF,68.0,68.0,2316.0,11.5,21.6,0.53,0.2,0.7,0.26,11.3,20.9,0.54,7.9,9.3,0.84,0.9,6.8,7.7,7.8,1.4,0.4,3.4,3.7,31.0,,118.0,115.0
2021,27,715,SAS,San Antonio Spurs,DeMar DeRozan,"August 7, 1989",31.0,NBA,PF,20.0,20.0,673.0,9.6,19.5,0.49,0.9,2.6,0.35,8.7,16.9,0.51,8.4,9.5,0.88,1.1,6.0,7.1,9.4,1.2,0.6,2.4,2.9,28.5,,124.0,113.0
