Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,20.0,PHO,NBA,SF,33,0,163,39,64,0.609,3,6,0.5,36,58,0.621,0.633,11,17,0.647,10,15,25,12,10,0,21,17,92
1999,21.0,PHO,NBA,SG,11,0,53,8,20,0.4,0,1,0.0,8,19,0.421,0.4,0,0,,3,2,5,2,3,1,6,7,16
