Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,22.0,TOT,NBA,PG,76.0,17.0,1248.0,6.5,15.2,0.429,0.3,0.7,0.4,6.2,14.5,0.43,4.3,5.2,0.833,1.6,2.3,4.0,4.0,1.7,0.5,3.1,3.9,17.7
1983,22.0,NJN,NBA,PG,43.0,6.0,494.0,6.7,15.7,0.426,0.3,1.0,0.286,6.4,14.7,0.436,2.8,3.3,0.844,1.2,1.9,3.1,4.9,1.4,0.7,2.9,4.1,16.5
1983,22.0,GSW,NBA,PG,33.0,11.0,754.0,6.4,14.8,0.431,0.3,0.5,0.545,6.1,14.3,0.427,5.3,6.4,0.83,1.9,2.6,4.5,3.4,1.9,0.4,3.2,3.7,18.4
1984,23.0,GSW,NBA,PG,77.0,73.0,2555.0,6.8,14.7,0.463,0.1,0.6,0.178,6.7,14.1,0.476,4.4,5.4,0.816,1.2,2.6,3.8,3.8,1.5,0.4,2.8,3.0,18.2
1985,24.0,GSW,NBA,SG,82.0,82.0,2873.0,7.6,17.2,0.445,0.5,1.8,0.294,7.1,15.4,0.462,4.2,5.2,0.81,0.8,1.8,2.5,5.1,1.7,0.5,3.1,2.8,20.0
1986,25.0,GSW,NBA,PG,82.0,82.0,2764.0,6.6,13.1,0.506,0.5,1.5,0.328,6.1,11.6,0.53,4.6,5.7,0.796,1.0,2.9,3.9,9.7,2.0,0.2,3.8,2.6,18.4
1987,26.0,GSW,NBA,PG,82.0,82.0,3064.0,5.9,12.1,0.488,0.9,2.2,0.384,5.1,9.9,0.512,5.4,6.3,0.86,0.7,2.5,3.1,10.0,1.7,0.2,3.3,2.3,18.1
1988,27.0,TOT,NBA,PG,77.0,73.0,2514.0,6.0,13.9,0.433,0.2,1.0,0.194,5.8,12.8,0.453,4.3,5.1,0.85,1.1,3.1,4.2,7.8,1.4,0.2,3.2,2.7,16.5
1988,27.0,GSW,NBA,PG,18.0,18.0,680.0,7.0,15.9,0.439,0.1,1.1,0.05,6.9,14.9,0.466,6.1,7.4,0.835,1.4,3.4,4.8,9.4,1.4,0.1,3.5,2.4,20.2
1988,27.0,HOU,NBA,PG,59.0,55.0,1834.0,5.7,13.1,0.431,0.3,1.0,0.25,5.4,12.1,0.446,3.6,4.2,0.86,1.0,3.0,4.0,7.2,1.3,0.2,3.1,2.8,15.2
1989,28.0,HOU,NBA,PG,82.0,82.0,2788.0,5.1,11.5,0.443,1.4,3.8,0.373,3.7,7.8,0.478,3.4,4.0,0.845,0.6,3.3,4.0,9.2,1.6,0.1,3.3,2.5,15.0
1990,29.0,HOU,NBA,PG,82.0,73.0,2630.0,5.0,11.0,0.451,1.2,3.2,0.38,3.7,7.8,0.48,2.6,3.2,0.806,0.6,2.1,2.7,8.2,1.3,0.2,2.8,2.2,13.7
1991,30.0,HOU,NBA,PG,82.0,4.0,1850.0,7.5,18.3,0.411,0.9,3.4,0.273,6.6,14.8,0.443,3.6,4.8,0.752,1.0,2.1,3.1,6.2,1.8,0.3,2.7,2.4,19.6
1992,31.0,HOU,NBA,PG,82.0,3.0,1662.0,6.2,15.2,0.406,0.8,2.7,0.301,5.4,12.6,0.429,2.9,3.7,0.794,0.7,2.5,3.2,5.2,1.2,0.5,2.8,2.8,16.1
1993,32.0,HOU,NBA,PG,52.0,10.0,867.0,5.1,12.7,0.407,0.7,2.3,0.286,4.5,10.3,0.434,3.4,4.2,0.794,0.6,3.0,3.6,5.5,1.3,0.2,2.8,2.4,14.3
1994,33.0,SAS,NBA,PG,53.0,2.0,737.0,3.4,10.2,0.335,0.4,1.8,0.222,3.0,8.5,0.358,2.5,3.8,0.667,0.5,2.9,3.4,4.9,0.6,0.4,3.0,3.5,9.8
1995,34.0,NJN,NBA,SG,48.0,1.0,831.0,3.1,9.2,0.335,1.1,3.8,0.284,2.0,5.4,0.371,1.3,1.9,0.698,0.3,2.0,2.3,5.5,0.6,0.3,2.2,3.2,8.5
