SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,8,DEN,Denver Nuggets,82,19830,43.9,84.4,0.52,0.4,1.6,0.27,43.4,82.8,0.52,26.1,32.8,0.8,12.7,26.9,39.6,25.0,7.3,4.1,16.2,23.5,114.3
1982,14,LAL,Los Angeles Lakers,82,19855,45.9,88.9,0.52,0.2,1.1,0.14,45.8,87.8,0.52,18.2,25.3,0.72,14.7,29.4,44.1,27.6,9.9,6.1,17.2,23.4,110.2
1982,27,SAS,San Antonio Spurs,82,19755,43.8,90.2,0.49,0.8,3.0,0.25,43.1,87.2,0.49,21.5,27.7,0.78,14.8,30.1,44.9,26.7,7.1,6.6,15.3,26.3,109.9
1982,2,BOS,Boston Celtics,82,19780,43.7,87.7,0.5,0.6,2.2,0.27,43.1,85.5,0.5,21.7,29.4,0.74,15.0,29.8,44.7,25.4,7.8,6.8,17.4,24.1,109.8
1982,23,PHI,Philadelphia 76Ers,82,19855,43.5,83.8,0.52,0.5,1.7,0.3,43.0,82.1,0.52,22.2,29.7,0.75,12.4,28.7,41.1,27.2,10.3,7.5,17.7,26.2,109.6
1982,9,DET,Detroit Pistons,82,19830,41.3,85.8,0.48,0.6,2.5,0.24,40.7,83.3,0.49,22.5,30.0,0.75,15.1,27.2,42.3,23.5,8.6,6.5,18.9,25.1,105.8
1982,29,UTA,Utah Jazz,82,19780,43.0,87.0,0.49,0.3,1.1,0.23,42.7,85.9,0.5,20.0,26.7,0.75,13.4,27.6,41.0,22.1,8.2,4.2,16.8,25.7,106.2
1982,10,GSW,Golden State Warriors,82,19780,43.6,87.9,0.5,1.1,3.9,0.28,42.5,84.0,0.51,20.4,28.5,0.72,15.3,29.3,44.7,21.8,8.2,4.7,17.0,26.6,108.8
1982,25,POR,Portland Trail Blazers,82,19780,43.8,86.8,0.5,0.4,1.7,0.21,43.5,85.1,0.51,20.8,28.8,0.72,13.8,28.4,42.2,24.8,8.5,4.4,16.8,24.3,108.8
1982,13,SDC,San Diego Clippers,82,19755,42.6,85.1,0.5,1.2,4.0,0.29,41.4,81.0,0.51,20.3,28.0,0.72,13.6,26.3,39.9,22.5,7.6,3.6,18.8,28.2,106.6
1982,17,MIL,Milwaukee Bucks,82,19805,42.9,85.0,0.5,0.6,2.0,0.3,42.4,83.0,0.51,21.2,28.2,0.75,14.1,29.3,43.4,27.1,9.2,5.5,19.3,27.6,107.7
1982,21,SEA,Seattle Supersonics,82,19830,42.4,86.9,0.49,0.5,1.9,0.25,42.0,85.0,0.49,21.1,28.6,0.74,13.3,30.8,44.1,25.4,8.4,5.6,16.3,24.9,106.4
1982,26,KCK,Kansas City Kings,82,19880,42.7,86.4,0.5,0.3,1.5,0.2,42.4,84.8,0.5,18.4,25.6,0.72,12.9,27.0,39.9,24.4,8.8,4.8,17.9,28.0,104.2
1982,3,NJN,New Jersey Nets,82,19780,41.2,85.1,0.48,0.4,1.7,0.2,40.9,83.4,0.49,20.2,27.7,0.73,14.1,27.3,41.4,24.7,10.8,5.7,19.4,27.0,103.0
1982,5,CHI,Chicago Bulls,82,19880,41.1,82.0,0.5,0.7,2.6,0.25,40.4,79.4,0.51,23.8,31.0,0.77,13.7,30.8,44.5,24.9,7.1,5.9,19.9,24.5,106.6
1982,20,NYK,New York Knicks,82,19830,42.9,87.3,0.49,0.7,2.6,0.27,42.2,84.7,0.5,19.5,26.4,0.74,14.2,27.7,41.9,25.2,8.7,4.1,18.1,26.7,106.0
1982,24,PHO,Phoenix Suns,82,19830,42.7,86.8,0.49,0.7,2.1,0.31,42.0,84.7,0.5,19.9,26.2,0.76,13.7,30.6,44.3,27.0,9.2,5.2,18.6,24.7,105.8
1982,11,HOU,Houston Rockets,82,19780,43.7,91.9,0.48,0.6,2.2,0.28,43.1,89.7,0.48,20.2,27.8,0.73,17.5,28.5,46.0,24.7,8.1,5.4,16.5,23.3,108.3
1982,7,DAL,Dallas Mavericks,82,19730,41.9,89.2,0.47,0.7,2.3,0.29,41.2,86.9,0.47,21.5,29.2,0.74,15.0,27.5,42.5,26.1,7.0,3.9,16.3,27.1,105.9
1982,30,WAB,Washington Bullets,82,19830,41.4,87.3,0.47,0.7,2.9,0.25,40.7,84.4,0.48,19.8,25.6,0.77,12.8,31.5,44.2,24.2,7.8,4.8,16.9,25.2,103.3
1982,6,CLE,Cleveland Cavaliers,82,19805,41.6,89.5,0.46,0.3,1.7,0.18,41.3,87.9,0.47,19.9,26.6,0.75,14.5,26.5,41.0,22.8,7.7,4.4,16.1,26.8,103.3
1982,12,IND,Indiana Pacers,82,19830,40.8,87.8,0.46,1.3,3.9,0.33,39.6,84.0,0.47,19.8,26.7,0.74,14.0,29.1,43.1,23.3,9.2,6.1,17.1,25.0,102.7
1982,1,ALT,Atlanta Hawks,82,19880,40.7,86.0,0.47,0.4,1.6,0.22,40.4,84.4,0.48,23.3,30.3,0.77,14.4,30.1,44.5,23.0,7.7,6.2,17.0,28.8,105.1
