Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,30,1160,WAS,Washington Wizards,Richard Hamilton,"February 14, 1978",21.0,NBA,SG,71.0,12.0,1373.0,6.7,15.9,0.42,0.7,2.0,0.36,5.9,13.8,0.43,2.7,3.5,0.77,1.0,2.4,3.4,2.8,0.7,0.2,2.2,3.7,16.8
2001,30,1160,WAS,Washington Wizards,Richard Hamilton,"February 14, 1978",22.0,NBA,SF,78.0,42.0,2519.0,7.8,17.8,0.44,0.6,2.1,0.27,7.2,15.8,0.46,4.0,4.6,0.87,1.1,2.3,3.4,3.2,1.1,0.1,2.9,2.9,20.2
2002,30,1160,WAS,Washington Wizards,Richard Hamilton,"February 14, 1978",23.0,NBA,SG,63.0,57.0,2203.0,7.7,17.7,0.44,0.3,0.7,0.38,7.5,17.0,0.44,4.9,5.5,0.89,1.2,2.3,3.5,2.8,0.6,0.2,2.2,2.2,20.6
2003,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",24.0,NBA,SG,82.0,82.0,2640.0,7.8,17.5,0.44,0.4,1.6,0.27,7.3,15.9,0.46,6.0,7.2,0.83,1.2,3.1,4.3,2.8,0.9,0.2,2.7,3.4,22.0
2004,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",25.0,NBA,SG,78.0,78.0,2772.0,6.9,15.1,0.46,0.2,0.9,0.26,6.6,14.3,0.47,3.9,4.4,0.87,1.0,2.6,3.6,4.0,1.3,0.2,2.7,2.9,17.9
2005,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",26.0,NBA,SG,76.0,76.0,2926.0,6.3,14.3,0.44,0.4,1.5,0.3,5.8,12.8,0.46,4.5,5.3,0.86,0.9,2.7,3.6,4.6,0.9,0.2,2.7,2.9,17.5
2006,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",27.0,NBA,SG,80.0,80.0,2825.0,8.3,16.8,0.49,0.7,1.5,0.46,7.6,15.3,0.49,3.3,3.9,0.84,1.1,2.2,3.3,3.5,0.7,0.2,2.2,2.6,20.5
2007,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",28.0,NBA,SG,75.0,75.0,2763.0,7.1,15.2,0.47,0.6,1.7,0.34,6.6,13.6,0.48,4.5,5.3,0.86,1.0,2.7,3.7,3.7,0.8,0.2,2.1,3.0,19.3
2008,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",29.0,NBA,SG,72.0,72.0,2424.0,7.4,15.3,0.48,0.9,2.1,0.44,6.5,13.2,0.49,2.7,3.3,0.83,1.1,2.4,3.5,4.4,1.1,0.1,2.0,2.5,18.5
2009,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",30.0,NBA,SG,67.0,51.0,2279.0,7.4,16.5,0.45,1.1,3.0,0.37,6.3,13.5,0.46,3.5,4.2,0.85,0.7,2.6,3.3,4.7,0.6,0.1,2.1,2.8,19.4
2010,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",31.0,NBA,SG,46.0,46.0,1552.0,6.8,16.6,0.41,1.0,3.2,0.3,5.8,13.4,0.44,4.7,5.6,0.85,0.7,2.1,2.8,4.7,0.7,0.1,2.7,2.7,19.3
2011,9,1160,DET,Detroit Pistons,Richard Hamilton,"February 14, 1978",32.0,NBA,SG,55.0,39.0,1498.0,6.9,16.1,0.43,1.3,3.5,0.38,5.6,12.7,0.44,3.5,4.1,0.85,0.6,2.5,3.0,4.1,0.9,0.1,2.1,2.3,18.7
2012,5,1160,CHI,Chicago Bulls,Richard Hamilton,"February 14, 1978",33.0,NBA,SG,28.0,28.0,697.0,7.2,16.0,0.45,0.9,2.4,0.37,6.4,13.6,0.47,1.5,1.9,0.78,1.0,2.4,3.4,4.3,0.6,0.1,2.5,2.9,16.8
2013,5,1160,CHI,Chicago Bulls,Richard Hamilton,"February 14, 1978",34.0,NBA,SG,50.0,45.0,1088.0,6.8,15.7,0.43,0.5,1.7,0.31,6.2,14.0,0.44,2.2,2.5,0.86,0.5,2.2,2.7,3.9,0.8,0.2,2.8,3.1,16.2
