Team ID,Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
17,399,Sterling Brown,"February 10, 1995",15.0,5.0,179.0,18.0,44.0,0.41,8.0,25.0,0.32,10.0,19.0,0.53,0.5,8.0,11.0,0.73,5.0,28.0,33.0,19.0,7.0,3.0,8.0,19.0,52.0,0
