Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2009,21,3076,OKC,Oklahoma City Thunder,20.0,NBA,PG,82.0,65.0,2668.0,436.0,1095.0,0.4,35.0,129.0,0.27,401.0,966.0,0.42,0.41,349.0,428.0,0.82,178.0,221.0,399.0,435.0,110.0,16.0,274.0,191.0,1256.0,,1.0
2010,21,3076,OKC,Oklahoma City Thunder,21.0,NBA,PG,82.0,82.0,2813.0,485.0,1160.0,0.42,23.0,104.0,0.22,462.0,1056.0,0.44,0.43,329.0,422.0,0.78,143.0,258.0,401.0,652.0,108.0,34.0,268.0,204.0,1322.0,,1.0
2011,21,3076,OKC,Oklahoma City Thunder,22.0,NBA,PG,82.0,82.0,2847.0,614.0,1390.0,0.44,34.0,103.0,0.33,580.0,1287.0,0.45,0.45,531.0,631.0,0.84,121.0,258.0,379.0,670.0,155.0,30.0,316.0,207.0,1793.0,,3.0
2012,21,3076,OKC,Oklahoma City Thunder,23.0,NBA,PG,66.0,66.0,2331.0,578.0,1266.0,0.46,62.0,196.0,0.32,516.0,1070.0,0.48,0.48,340.0,413.0,0.82,96.0,205.0,301.0,362.0,112.0,21.0,239.0,147.0,1558.0,,0.0
2013,21,3076,OKC,Oklahoma City Thunder,24.0,NBA,PG,82.0,82.0,2861.0,673.0,1535.0,0.44,97.0,300.0,0.32,576.0,1235.0,0.47,0.47,460.0,575.0,0.8,111.0,317.0,428.0,607.0,145.0,24.0,273.0,189.0,1903.0,,1.0
2014,21,3076,OKC,Oklahoma City Thunder,25.0,NBA,PG,46.0,46.0,1412.0,346.0,791.0,0.44,68.0,214.0,0.32,278.0,577.0,0.48,0.48,242.0,293.0,0.83,55.0,208.0,263.0,319.0,88.0,7.0,177.0,104.0,1002.0,,2.0
2015,21,3076,OKC,Oklahoma City Thunder,26.0,NBA,PG,67.0,67.0,2302.0,627.0,1471.0,0.43,86.0,288.0,0.3,541.0,1183.0,0.46,0.46,546.0,654.0,0.84,124.0,364.0,488.0,574.0,140.0,14.0,293.0,184.0,1886.0,,11.0
2016,21,3076,OKC,Oklahoma City Thunder,27.0,NBA,PG,80.0,80.0,2750.0,656.0,1444.0,0.45,101.0,341.0,0.3,555.0,1103.0,0.5,0.49,465.0,573.0,0.81,145.0,481.0,626.0,834.0,163.0,20.0,342.0,200.0,1878.0,,18.0
2017,21,3076,OKC,Oklahoma City Thunder,28.0,NBA,PG,81.0,81.0,2802.0,824.0,1941.0,0.42,200.0,583.0,0.34,624.0,1358.0,0.46,0.48,710.0,840.0,0.84,137.0,727.0,864.0,840.0,132.0,31.0,438.0,190.0,2558.0,,42.0
2018,21,3076,OKC,Oklahoma City Thunder,29.0,NBA,PG,80.0,80.0,2914.0,757.0,1687.0,0.45,97.0,326.0,0.3,660.0,1361.0,0.48,0.48,417.0,566.0,0.74,152.0,652.0,804.0,820.0,147.0,20.0,381.0,200.0,2028.0,,25.0
2019,21,3076,OKC,Oklahoma City Thunder,30.0,NBA,PG,73.0,73.0,2630.0,630.0,1473.0,0.43,119.0,411.0,0.29,511.0,1062.0,0.48,0.47,296.0,451.0,0.66,109.0,698.0,807.0,784.0,142.0,33.0,325.0,245.0,1675.0,,34.0
2020,11,3076,HOU,Houston Rockets,31.0,NBA,PG,57.0,57.0,2049.0,604.0,1281.0,0.47,55.0,213.0,0.26,549.0,1068.0,0.51,0.49,290.0,380.0,0.76,100.0,351.0,451.0,401.0,93.0,20.0,255.0,200.0,1553.0,,8.0
2021,30,3076,WAS,Washington Wizards,32.0,NBA,PG,7.0,7.0,260.0,51.0,135.0,0.38,10.0,33.0,0.3,41.0,102.0,0.4,0.42,23.0,35.0,0.66,7.0,61.0,68.0,79.0,9.0,2.0,37.0,23.0,135.0,,4.0
