Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,3,1710,BRK,Brooklyn Nets,22.0,NBA,SF,57,1237,12.3,0.56,0.48,0.24,2.0,13.9,8.0,13.7,1.9,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-1.3,0.3,-1.1,0.3
2018,3,1710,BRK,Brooklyn Nets,23.0,NBA,SF,71,1864,14.2,0.52,0.33,0.25,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.06,-0.8,0.0,-0.8,0.6
2019,3,1710,BRK,Brooklyn Nets,24.0,NBA,SF,40,1063,14.9,0.51,0.32,0.26,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,0.08,-0.3,0.5,0.2,0.6
2020,3,1710,BRK,Brooklyn Nets,25.0,NBA,SG,45,1330,16.1,0.51,0.3,0.27,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.06,0.6,-0.9,-0.3,0.5
2021,3,1710,BRK,Brooklyn Nets,26.0,NBA,SG,12,334,19.3,0.52,0.32,0.17,3.5,12.9,8.5,33.5,1.8,1.5,10.8,31.0,0.4,0.3,0.6,0.09,1.3,-0.7,0.6,0.2
