Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,5,1119,CHI,Charlotte Bobcats,22.0,NBA,PF,82.0,,34.0,6.1,12.8,0.47,0.0,0.1,0.14,6.1,12.7,0.48,0.47,4.1,5.1,0.81,2.7,6.7,9.4,2.2,0.7,1.6,2.6,3.8,16.3
1981,5,1119,CHI,Charlotte Bobcats,23.0,NBA,PF,82.0,,33.0,5.9,12.1,0.49,0.0,0.0,0.0,5.9,12.0,0.49,0.49,2.6,3.5,0.75,3.0,5.9,8.8,2.7,0.9,1.5,2.3,3.4,14.4
1982,5,1119,CHI,Charlotte Bobcats,24.0,NBA,PF,82.0,82.0,35.5,5.9,12.4,0.47,0.0,0.0,0.0,5.9,12.3,0.48,0.47,2.9,3.5,0.82,2.3,7.2,9.6,3.2,0.9,1.1,2.2,3.6,14.6
1983,5,1119,CHI,Charlotte Bobcats,25.0,NBA,PF,79.0,61.0,29.8,3.9,8.7,0.46,0.0,0.1,0.0,3.9,8.6,0.46,0.46,2.1,2.9,0.71,2.7,6.9,9.7,1.9,0.7,1.1,1.9,3.3,10.0
1984,5,1119,CHI,Charlotte Bobcats,26.0,NBA,PF,78.0,76.0,34.8,4.7,9.7,0.49,0.0,0.0,0.0,4.7,9.6,0.49,0.49,2.7,3.7,0.74,2.7,7.3,10.1,1.8,0.9,0.9,1.9,3.4,12.2
1985,5,1119,CHI,Charlotte Bobcats,27.0,NBA,PF,61.0,28.0,25.0,2.5,5.4,0.46,0.0,0.0,0.0,2.5,5.4,0.46,0.46,1.1,1.5,0.71,1.8,4.6,6.4,1.3,0.6,0.3,1.0,3.1,6.1
1986,27,1119,SAS,San Antonio Spurs,28.0,NBA,PF,68.0,24.0,28.1,2.9,5.7,0.51,0.0,0.0,0.0,2.9,5.7,0.51,0.51,2.1,2.7,0.77,2.2,5.6,7.8,1.3,0.5,0.8,1.7,3.0,7.9
1987,27,1119,SAS,San Antonio Spurs,29.0,NBA,PF,79.0,78.0,32.7,4.3,8.3,0.51,0.0,0.1,0.5,4.2,8.2,0.51,0.52,3.1,3.9,0.78,3.2,6.7,9.9,3.0,0.9,0.6,2.0,3.1,11.6
1988,27,1119,SAS,San Antonio Spurs,30.0,NBA,PF,45.0,40.0,27.5,3.4,7.3,0.46,0.0,0.0,0.0,3.4,7.2,0.46,0.46,1.8,2.5,0.75,2.0,4.6,6.7,2.2,0.7,0.5,1.6,3.0,8.6
1989,31,1119,TOT,Total After Trade,31.0,NBA,PF,67.0,18.0,20.9,2.5,5.9,0.42,0.0,0.0,,2.5,5.9,0.42,0.42,2.0,2.6,0.75,2.1,3.9,6.0,1.4,0.7,0.8,1.4,3.0,7.0
1989,27,1119,SAS,San Antonio Spurs,31.0,NBA,PF,38.0,15.0,24.0,2.8,6.5,0.42,0.0,0.0,,2.8,6.5,0.42,0.42,2.2,2.8,0.8,2.4,3.8,6.3,1.4,0.8,0.6,1.4,3.2,7.7
1989,8,1119,DEN,Denver Nuggets,31.0,NBA,PF,29.0,3.0,16.9,2.1,5.1,0.42,0.0,0.0,,2.1,5.1,0.42,0.42,1.7,2.4,0.68,1.7,4.0,5.7,1.4,0.6,1.0,1.2,2.7,5.9
1990,9,1119,DET,Detroit Pistons,32.0,NBA,PF,37.0,0.0,5.5,0.6,1.4,0.42,0.0,0.0,,0.6,1.4,0.42,0.42,0.4,0.8,0.55,0.6,1.5,2.1,0.3,0.1,0.2,0.4,1.1,1.6
1991,27,1119,SAS,San Antonio Spurs,33.0,NBA,PF,63.0,11.0,16.2,1.3,2.7,0.5,0.0,0.0,0.0,1.3,2.7,0.51,0.5,1.1,1.5,0.73,1.0,2.5,3.5,0.8,0.5,0.4,1.1,2.7,3.8
