PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Antonio McDyess,23.0,81.0,2441.0,0.536,0.537,0.0,0.536,0.7020000000000001,0.5720000000000001,0.355,0.002,119.0,114.0,,112.0,95.0,109.0,108.0,1.0,107.7,102.7
Clifford Robinson,31.0,80.0,2359.0,0.479,0.496,0.321,0.494,0.6890000000000001,0.5379999999999999,0.402,0.094,106.0,105.0,93.0,103.0,93.0,103.0,122.0,59.0,29.3,29.9
Rex Chapman,30.0,68.0,2263.0,0.42700000000000005,0.447,0.386,0.49,0.7809999999999999,0.521,0.196,0.325,95.0,95.0,112.0,102.0,106.0,100.0,59.0,204.0,22.0,-5.2
Jason Kidd,24.0,82.0,3118.0,0.41600000000000004,0.45399999999999996,0.313,0.45799999999999996,0.799,0.502,0.243,0.271,92.0,96.0,91.0,96.0,108.0,96.0,74.0,170.0,-34.3,-41.8
Danny Manning,31.0,70.0,1794.0,0.516,0.521,0.0,0.516,0.7390000000000001,0.5529999999999999,0.299,0.009000000000000001,115.0,111.0,,108.0,100.0,106.0,91.0,6.0,57.2,51.2
Steve Nash,23.0,76.0,1664.0,0.45899999999999996,0.48100000000000004,0.415,0.528,0.861,0.556,0.147,0.33399999999999996,102.0,102.0,120.0,111.0,117.0,106.0,45.0,209.0,58.6,39.8
Kevin Johnson,31.0,50.0,1290.0,0.447,0.47,0.154,0.452,0.871,0.555,0.536,0.075,99.0,100.0,45.0,95.0,118.0,106.0,163.0,47.0,-17.8,26.9
George McCloud,30.0,63.0,1213.0,0.405,0.466,0.341,0.488,0.765,0.507,0.11900000000000001,0.48700000000000004,90.0,99.0,99.0,102.0,104.0,97.0,36.0,305.0,8.7,-14.6
Cedric Ceballos,28.0,35.0,626.0,0.5,0.5479999999999999,0.3,0.529,0.7140000000000001,0.565,0.326,0.19399999999999998,111.0,117.0,87.0,111.0,97.0,108.0,99.0,122.0,26.3,24.1
Mark Bryant,32.0,70.0,1110.0,0.484,0.48700000000000004,0.0,0.484,0.768,0.545,0.42200000000000004,0.004,108.0,103.0,,101.0,104.0,104.0,128.0,3.0,2.9,11.6
Hot Rod Williams,35.0,71.0,1333.0,0.47,0.47,,0.47,0.6990000000000001,0.525,0.46,0.0,104.0,100.0,,98.0,95.0,100.0,140.0,,-3.1,0.6
Dennis Scott,29.0,29.0,493.0,0.43799999999999994,0.43,0.449,0.534,0.667,0.541,0.07400000000000001,0.426,97.0,91.0,130.0,112.0,90.0,103.0,22.0,267.0,18.1,5.8
Marko Milič,20.0,33.0,163.0,0.609,0.621,0.5,0.633,0.647,0.643,0.266,0.094,135.0,132.0,145.0,132.0,88.0,123.0,81.0,59.0,19.8,17.1
Brooks Thompson,27.0,13.0,46.0,0.37,0.455,0.312,0.46299999999999997,0.33299999999999996,0.45899999999999996,0.111,0.593,82.0,97.0,90.0,97.0,45.0,88.0,34.0,372.0,-0.8,-3.7
Horacio Llamas,24.0,8.0,42.0,0.381,0.389,0.33299999999999996,0.405,0.7,0.47200000000000003,0.47600000000000003,0.14300000000000002,85.0,83.0,96.0,85.0,95.0,90.0,144.0,90.0,-3.1,-2.6
Team,,,,0.46799999999999997,0.491,0.353,0.498,0.752,0.539,0.295,0.172,104.0,104.0,102.0,104.0,102.0,103.0,90.0,108.0,248.0,215.7
League Average,,,,0.451,0.47,0.34600000000000003,0.478,0.737,0.524,0.33,0.16,,,,,,,,,,
