PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Johnny Newman,34.0,74.0,2176.0,0.43,0.444,0.34299999999999997,0.45299999999999996,0.82,0.547,0.557,0.131,96.0,94.0,99.0,95.0,111.0,105.0,169.0,82.0,-39.9,47.3
LaPhonso Ellis,27.0,76.0,2575.0,0.40700000000000003,0.43799999999999994,0.284,0.435,0.805,0.484,0.254,0.2,90.0,93.0,82.0,91.0,109.0,92.0,77.0,125.0,-85.8,-89.4
Danny Fortson,21.0,80.0,1811.0,0.452,0.452,0.33299999999999996,0.45299999999999996,0.7759999999999999,0.537,0.555,0.005,100.0,96.0,96.0,95.0,105.0,103.0,168.0,3.0,-31.2,20.0
Bobby Jackson,24.0,68.0,2042.0,0.392,0.40700000000000003,0.259,0.405,0.8140000000000001,0.45299999999999996,0.231,0.102,87.0,87.0,75.0,85.0,110.0,87.0,70.0,64.0,-115.3,-122.6
Anthony Goldwire,26.0,82.0,2212.0,0.423,0.436,0.384,0.47200000000000003,0.8059999999999999,0.523,0.292,0.258,94.0,93.0,111.0,99.0,109.0,100.0,89.0,162.0,-7.1,-0.7
Dean Garrett,31.0,82.0,2632.0,0.428,0.428,,0.428,0.648,0.465,0.311,0.0,95.0,91.0,,90.0,88.0,89.0,94.0,,-56.2,-74.7
Tony Battie,21.0,65.0,1506.0,0.446,0.452,0.214,0.449,0.7020000000000001,0.47700000000000004,0.198,0.027000000000000003,99.0,96.0,62.0,94.0,95.0,91.0,60.0,17.0,-31.0,-53.7
Eric Washington,23.0,66.0,1539.0,0.40399999999999997,0.435,0.321,0.44799999999999995,0.7829999999999999,0.478,0.16699999999999998,0.275,90.0,92.0,93.0,94.0,106.0,91.0,51.0,172.0,-30.1,-48.7
Cory Alexander,24.0,23.0,797.0,0.435,0.455,0.41100000000000003,0.525,0.846,0.57,0.255,0.439,97.0,97.0,119.0,110.0,115.0,109.0,77.0,275.0,24.2,26.0
Bryant Stith,27.0,31.0,718.0,0.33299999999999996,0.36700000000000005,0.20800000000000002,0.35600000000000004,0.872,0.447,0.382,0.213,74.0,78.0,60.0,74.0,118.0,85.0,116.0,134.0,-55.1,-40.2
Harold Ellis,27.0,27.0,344.0,0.5589999999999999,0.579,0.0,0.5589999999999999,0.635,0.591,0.568,0.036000000000000004,124.0,123.0,,117.0,86.0,113.0,172.0,23.0,17.9,18.7
Priest Lauderdale,24.0,39.0,345.0,0.41700000000000004,0.41700000000000004,,0.41700000000000004,0.551,0.45799999999999996,0.5429999999999999,0.0,93.0,89.0,,87.0,75.0,87.0,165.0,,-15.4,-20.8
Joe Wolf,33.0,57.0,621.0,0.331,0.342,0.2,0.33899999999999997,0.5,0.34700000000000003,0.083,0.083,73.0,73.0,58.0,71.0,68.0,66.0,25.0,52.0,-33.7,-44.3
Eric Williams,25.0,4.0,145.0,0.39299999999999996,0.39299999999999996,,0.39299999999999996,0.6890000000000001,0.489,0.738,0.0,87.0,84.0,,82.0,93.0,93.0,224.0,,-10.3,-5.6
Kiwane Lemorris Garris,23.0,28.0,225.0,0.33899999999999997,0.33299999999999996,0.35700000000000004,0.377,0.76,0.447,0.385,0.215,75.0,71.0,103.0,79.0,103.0,85.0,117.0,135.0,-13.1,-11.6
George Zídek,24.0,6.0,42.0,0.267,0.267,,0.267,0.833,0.444,0.8,0.0,59.0,57.0,,56.0,113.0,85.0,243.0,,-6.3,-3.2
Team,,,,0.41700000000000004,0.433,0.31,0.43700000000000006,0.77,0.493,0.337,0.127,93.0,92.0,90.0,91.0,104.0,94.0,102.0,80.0,-506.4,-426.4
League Average,,,,0.451,0.47,0.34600000000000003,0.478,0.737,0.524,0.33,0.16,,,,,,,,,,
