Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
177,72.0,0.0,1816.0,6.4,15.3,0.42,1.4,4.4,0.32,5.0,10.9,0.46,2.8,3.0,0.93,1.1,3.6,4.7,5.3,1.6,0.6,3.0,3.6,17.2
