Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,UTA,NBA,PF,81.0,76.0,30.6,6.2,12.5,0.496,0.0,0.0,0.0,6.2,12.5,0.497,0.496,2.4,5.0,0.481,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9
1987,23.0,UTA,NBA,PF,82.0,82.0,34.8,8.9,17.3,0.512,0.0,0.1,0.0,8.9,17.3,0.514,0.512,3.9,6.6,0.598,3.4,7.0,10.4,1.9,1.3,0.7,2.9,3.9,21.7
1988,24.0,UTA,NBA,PF,82.0,82.0,39.0,10.5,20.1,0.52,0.0,0.1,0.0,10.5,20.1,0.522,0.52,6.7,9.6,0.7,3.4,8.6,12.0,2.4,1.4,0.6,4.0,3.6,27.7
1989,25.0,UTA,NBA,PF,80.0,80.0,39.1,10.1,19.5,0.519,0.1,0.2,0.313,10.1,19.3,0.521,0.521,8.8,11.5,0.766,3.2,7.4,10.7,2.7,1.8,0.9,3.6,3.6,29.1
1990,26.0,UTA,NBA,PF,82.0,82.0,38.1,11.1,19.8,0.562,0.2,0.5,0.372,11.0,19.3,0.567,0.567,8.5,11.1,0.762,2.8,8.3,11.1,2.8,1.5,0.6,3.7,3.2,31.0
1991,27.0,UTA,NBA,PF,82.0,82.0,40.3,10.3,19.6,0.527,0.0,0.2,0.286,10.3,19.4,0.529,0.528,8.3,10.8,0.77,2.9,8.9,11.8,3.3,1.1,1.0,3.0,3.3,29.0
1992,28.0,UTA,NBA,PF,81.0,81.0,37.7,9.9,18.7,0.526,0.0,0.2,0.176,9.8,18.5,0.53,0.527,8.3,10.7,0.778,2.8,8.4,11.2,3.0,1.3,0.6,3.1,2.8,28.0
1993,29.0,UTA,NBA,PF,82.0,82.0,37.8,9.7,17.6,0.552,0.0,0.2,0.2,9.7,17.4,0.557,0.554,7.5,10.2,0.74,2.8,8.4,11.2,3.8,1.5,1.0,2.9,3.2,27.0
1994,30.0,UTA,NBA,PF,82.0,82.0,40.6,9.4,18.9,0.497,0.1,0.4,0.25,9.3,18.5,0.503,0.5,6.2,9.0,0.694,2.9,8.6,11.5,4.0,1.5,1.5,2.9,3.3,25.2
1995,31.0,UTA,NBA,PF,82.0,82.0,38.1,10.1,18.9,0.536,0.1,0.5,0.268,10.0,18.4,0.543,0.54,6.3,8.5,0.742,1.9,8.7,10.6,3.5,1.6,1.0,2.9,3.3,26.7
1996,32.0,UTA,NBA,PF,82.0,82.0,38.0,9.6,18.5,0.519,0.2,0.5,0.4,9.4,18.0,0.522,0.524,6.2,8.6,0.723,2.1,7.7,9.8,4.2,1.7,0.7,2.4,3.0,25.7
1997,33.0,UTA,NBA,PF,82.0,82.0,36.6,10.5,19.2,0.55,0.0,0.2,0.0,10.5,19.0,0.555,0.55,6.4,8.4,0.755,2.4,7.5,9.9,4.5,1.4,0.6,2.8,2.6,27.4
1998,34.0,UTA,NBA,PF,81.0,81.0,37.4,9.6,18.2,0.53,0.0,0.1,0.333,9.6,18.1,0.531,0.531,7.8,10.2,0.761,2.3,8.0,10.3,3.9,1.2,0.9,3.0,2.9,27.0
1999,35.0,UTA,NBA,PF,49.0,49.0,37.4,8.0,16.3,0.493,0.0,0.0,0.0,8.0,16.2,0.494,0.493,7.7,9.8,0.788,2.2,7.3,9.4,4.1,1.3,0.6,3.3,2.7,23.8
2001,37.0,UTA,NBA,PF,81.0,81.0,35.7,8.3,16.6,0.498,0.0,0.1,0.4,8.2,16.5,0.499,0.499,6.6,8.3,0.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7,23.2
2002,38.0,UTA,NBA,PF,80.0,80.0,38.0,7.9,17.5,0.454,0.1,0.3,0.36,7.8,17.2,0.456,0.457,6.4,8.0,0.797,1.8,6.8,8.6,4.3,1.9,0.7,3.3,2.9,22.4
2003,39.0,UTA,NBA,PF,81.0,81.0,36.2,7.3,15.9,0.462,0.0,0.2,0.214,7.3,15.7,0.464,0.463,5.9,7.7,0.763,1.4,6.4,7.8,4.7,1.7,0.4,2.6,2.5,20.6
2004,40.0,LAL,NBA,PF,42.0,42.0,32.7,4.6,9.5,0.483,0.0,0.0,0.0,4.6,9.5,0.484,0.483,4.0,5.4,0.747,1.5,7.3,8.7,3.9,1.2,0.5,2.5,2.8,13.2
