Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2013,12,2320,IND,Indiana Pacers,24.0,NBA,C,14.0,55.0,8.8,0.29,0.0,0.19,24.8,19.9,22.3,5.7,0.0,4.0,11.6,21.4,,-0.1,0.1,0.0,-0.02,,-5.0,-2.9,-7.8,-0.1
2014,24,2320,PHO,Phoenix Suns,25.0,NBA,C,80.0,1964.0,14.6,0.53,0.0,0.24,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,,1.2,2.8,4.0,0.1,,-1.4,0.1,-1.3,0.3
2015,31,2320,TOT,Total After Trade,26.0,NBA,C,73.0,1194.0,13.4,0.54,0.0,0.18,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12.0,,0.9,1.7,2.6,0.1,,-1.5,1.0,-0.6,0.4
2015,24,2320,PHO,Phoenix Suns,26.0,NBA,C,54.0,1005.0,13.1,0.55,0.0,0.2,10.3,19.7,14.9,3.9,1.7,4.2,17.5,11.2,,0.8,1.4,2.1,0.1,,-1.7,1.0,-0.7,0.3
2015,17,2320,MIL,Milwaukee Bucks,26.0,NBA,C,19.0,189.0,15.0,0.49,0.0,0.14,10.4,17.4,13.9,6.0,1.6,4.9,8.8,16.3,,0.1,0.3,0.4,0.11,,-0.8,0.8,0.1,0.1
2016,17,2320,MIL,Milwaukee Bucks,27.0,NBA,C,61.0,870.0,17.4,0.61,0.0,0.25,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,,1.4,0.8,2.2,0.12,,-0.2,-1.3,-1.5,0.1
2017,31,2320,TOT,Total After Trade,28.0,NBA,C,45.0,484.0,8.4,0.52,0.0,0.42,9.0,13.3,11.1,6.1,1.9,2.4,21.6,13.1,,-0.1,0.5,0.5,0.04,,-5.0,0.0,-5.0,-0.4
2017,17,2320,MIL,Milwaukee Bucks,28.0,NBA,C,32.0,310.0,8.0,0.49,0.0,0.52,8.7,11.1,10.0,8.2,1.8,2.6,20.9,15.5,,-0.2,0.3,0.1,0.02,,-5.1,-0.2,-5.4,-0.3
2017,4,2320,CHO,Charlotte Hornets,28.0,NBA,C,13.0,174.0,9.0,0.6,0.0,0.17,9.4,17.2,13.3,2.5,2.0,2.0,23.7,8.7,,0.1,0.2,0.3,0.09,,-4.8,0.4,-4.4,-0.1
2018,1,2320,ATL,Atlanta Hawks,29.0,NBA,C,55.0,918.0,10.6,0.57,0.0,0.33,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,,0.1,0.7,0.9,0.05,,-3.7,-0.1,-3.8,-0.4
2019,1,2320,ATL,Atlanta Hawks,30.0,NBA,C,18.0,173.0,18.9,0.65,0.0,0.62,9.5,14.3,11.8,14.7,1.6,2.0,14.0,16.7,,0.4,0.1,0.5,0.14,,1.6,0.0,1.6,0.2
