Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,31.0,TOT,NBA,C,84.0,,2193.0,5.4,11.0,0.486,0.0,0.0,0.0,5.4,11.0,0.487,1.8,3.0,0.599,3.1,6.5,9.6,3.1,1.1,1.4,1.9,3.5,12.5
1980,31.0,SAS,NBA,C,47.0,,1213.0,5.6,11.3,0.496,0.0,0.0,0.0,5.6,11.3,0.497,2.0,3.0,0.66,2.8,6.7,9.5,3.5,1.4,1.3,1.7,3.8,13.2
1980,31.0,HOU,NBA,C,37.0,,980.0,5.1,10.7,0.473,0.0,0.0,,5.1,10.7,0.473,1.6,3.0,0.524,3.4,6.4,9.7,2.6,0.8,1.4,2.1,3.2,11.7
1981,32.0,HOU,NBA,PF,81.0,,1659.0,5.7,11.2,0.507,0.0,0.1,0.0,5.7,11.2,0.51,1.6,3.3,0.49,2.4,6.1,8.5,2.3,0.6,1.6,1.9,3.9,13.0
1982,33.0,HOU,NBA,C,65.0,3.0,807.0,4.0,10.1,0.394,0.0,0.0,,4.0,10.1,0.394,1.5,2.9,0.523,2.4,5.6,8.0,1.8,0.7,1.0,2.0,4.4,9.5
1983,34.0,TOT,NBA,C,64.0,0.0,820.0,4.4,10.0,0.445,0.0,0.0,,4.4,10.0,0.445,1.2,2.6,0.458,2.8,6.0,8.8,2.7,0.7,0.8,2.1,4.8,10.1
1983,34.0,HOU,NBA,C,57.0,0.0,695.0,4.6,10.4,0.445,0.0,0.0,,4.6,10.4,0.445,1.3,3.0,0.456,2.8,5.9,8.7,3.0,0.6,0.6,2.1,4.9,10.6
1983,34.0,SAS,NBA,C,7.0,0.0,125.0,3.5,7.8,0.444,0.0,0.0,,3.5,7.8,0.444,0.3,0.6,0.5,2.9,6.6,9.5,1.2,1.4,1.7,1.7,4.0,7.2
1984,35.0,ATL,NBA,C,40.0,4.0,486.0,2.7,6.5,0.409,0.0,0.0,,2.7,6.5,0.409,1.3,2.4,0.515,2.6,5.8,8.4,1.3,0.6,0.5,1.6,4.2,6.6
1985,36.0,UTA,NBA,C,62.0,0.0,370.0,3.1,8.5,0.368,0.0,0.0,,3.1,8.5,0.368,1.8,2.7,0.643,2.3,7.0,9.3,1.6,0.6,1.1,2.9,5.0,8.0
