Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,11,497,HOU,Houston Rockets,Sam Cassell,"November 18, 1969",24.0,NBA,PG,66.0,6.0,17.0,2.5,5.9,0.42,0.4,1.3,0.3,2.1,4.5,0.45,0.45,1.4,1.6,0.84,0.4,1.7,2.0,2.9,0.9,0.1,1.4,2.1,6.7
1995,11,497,HOU,Houston Rockets,Sam Cassell,"November 18, 1969",25.0,NBA,PG,82.0,1.0,23.0,3.1,7.2,0.43,0.8,2.3,0.33,2.3,4.9,0.47,0.48,2.6,3.1,0.84,0.5,2.1,2.6,4.9,1.1,0.2,2.0,2.5,9.5
1996,11,497,HOU,Houston Rockets,Sam Cassell,"November 18, 1969",26.0,NBA,PG,61.0,0.0,27.6,4.7,10.8,0.44,1.2,3.4,0.35,3.5,7.3,0.48,0.5,3.9,4.7,0.82,0.8,2.2,3.1,4.6,0.9,0.1,2.6,2.7,14.5
1997,31,497,TOT,Total After Trade,Sam Cassell,"November 18, 1969",27.0,NBA,PG,61.0,44.0,28.1,5.5,12.8,0.43,1.3,3.8,0.35,4.2,9.0,0.46,0.48,3.5,4.1,0.84,0.8,2.2,3.0,5.0,1.3,0.3,2.8,3.3,15.9
1997,24,497,PHO,Phoenix Suns,Sam Cassell,"November 18, 1969",27.0,NBA,PG,22.0,9.0,24.5,4.5,11.0,0.42,0.9,2.8,0.31,3.7,8.1,0.45,0.45,4.8,5.6,0.86,0.5,1.7,2.3,4.5,1.0,0.3,2.7,3.0,14.8
1997,7,497,DAL,Dallas Mavericks,Sam Cassell,"November 18, 1969",27.0,NBA,PG,16.0,13.0,24.9,4.4,10.3,0.42,0.9,3.1,0.31,3.4,7.3,0.47,0.47,2.6,3.1,0.84,0.9,2.3,3.1,3.6,1.1,0.4,2.6,3.0,12.3
1997,3,497,NJN,New Jersey Nets,Sam Cassell,"November 18, 1969",27.0,NBA,PG,23.0,22.0,33.8,7.3,16.4,0.44,2.0,5.2,0.39,5.2,11.2,0.47,0.5,2.8,3.3,0.83,0.9,2.7,3.6,6.5,1.6,0.3,2.9,3.7,19.3
1998,3,497,NJN,New Jersey Nets,Sam Cassell,"November 18, 1969",28.0,NBA,PG,75.0,72.0,34.7,6.8,15.4,0.44,0.2,1.1,0.19,6.6,14.3,0.46,0.45,5.8,6.8,0.86,1.0,2.1,3.0,8.0,1.6,0.3,3.6,3.5,19.6
1999,31,497,TOT,Total After Trade,Sam Cassell,"November 18, 1969",29.0,NBA,PG,8.0,3.0,24.9,4.9,11.6,0.42,0.3,1.3,0.2,4.6,10.4,0.45,0.43,5.9,6.3,0.94,0.6,1.3,1.9,4.5,1.1,0.0,2.5,2.8,15.9
1999,3,497,NJN,New Jersey Nets,Sam Cassell,"November 18, 1969",29.0,NBA,PG,4.0,3.0,25.0,5.3,12.3,0.43,0.3,1.8,0.14,5.0,10.5,0.48,0.44,7.3,7.8,0.94,0.3,1.3,1.5,4.8,0.8,0.0,3.0,3.3,18.0
