Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1985,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",23.0,NBA,PF,82.0,42.0,2317.0,7.3,15.4,0.47,0.2,0.8,0.25,7.1,14.7,0.48,4.2,5.1,0.82,4.0,8.7,12.7,2.8,1.3,1.3,2.1,4.9,18.9,,113.0,107.0
1986,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",24.0,NBA,PF,80.0,79.0,2626.0,8.2,16.3,0.5,0.2,0.6,0.33,8.0,15.7,0.51,5.5,6.7,0.81,3.5,8.8,12.3,2.7,1.3,1.7,2.6,3.8,22.1,,115.0,109.0
1987,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",25.0,NBA,PF,80.0,80.0,2687.0,8.2,17.0,0.48,0.3,1.0,0.35,7.9,16.1,0.49,4.4,5.3,0.83,3.5,7.4,11.0,2.6,1.9,1.4,2.3,4.8,21.1,,114.0,107.0
1988,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",26.0,NBA,PF,75.0,75.0,2499.0,7.8,17.3,0.45,0.1,0.6,0.17,7.7,16.8,0.46,5.4,6.6,0.82,4.0,7.9,11.9,2.3,1.5,1.1,2.4,4.5,21.1,,113.0,107.0
1989,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",27.0,NBA,PF,78.0,77.0,2860.0,7.8,16.8,0.46,0.1,0.7,0.18,7.7,16.1,0.48,4.8,5.8,0.83,4.1,7.9,12.0,2.2,1.3,1.6,2.5,3.9,20.5,,110.0,107.0
1990,7,2284,DAL,Dallas Mavericks,Sam Perkins,"June 14, 1961",28.0,NBA,SF,76.0,70.0,2668.0,8.3,16.8,0.49,0.1,0.5,0.21,8.2,16.3,0.5,6.3,8.1,0.78,4.0,6.9,10.9,3.3,1.7,1.2,2.8,4.3,23.0,,115.0,107.0
1991,14,2284,LAL,Los Angeles Lakers,Sam Perkins,"June 14, 1961",29.0,NBA,PF,73.0,66.0,2504.0,7.5,15.2,0.5,0.4,1.3,0.28,7.1,13.9,0.52,4.7,5.7,0.82,3.4,7.6,11.0,2.2,1.3,1.6,2.1,5.0,20.0,,117.0,104.0
1992,14,2284,LAL,Los Angeles Lakers,Sam Perkins,"June 14, 1961",30.0,NBA,PF,63.0,63.0,2332.0,8.0,17.9,0.45,0.3,1.5,0.22,7.7,16.3,0.47,6.8,8.3,0.82,4.3,8.1,12.4,3.1,1.4,1.4,1.8,4.3,23.2,,118.0,108.0
1993,31,2284,TOT,Total After Trade,Sam Perkins,"June 14, 1961",31.0,NBA,PF,79.0,62.0,2351.0,8.1,17.0,0.48,0.5,1.5,0.34,7.6,15.5,0.49,5.3,6.5,0.82,3.5,7.7,11.1,3.3,1.3,1.7,2.3,4.8,22.0,,116.0,107.0
1993,14,2284,LAL,Los Angeles Lakers,Sam Perkins,"June 14, 1961",31.0,NBA,PF,49.0,49.0,1589.0,7.6,16.6,0.46,0.2,0.9,0.17,7.4,15.6,0.48,5.8,7.0,0.83,3.5,8.4,11.9,4.0,1.3,1.6,2.4,4.4,21.1,,114.0,108.0
