Season,Team ID,Team ABV,Team,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,ARENA,ATTENDANCE,ATTENDANCE/G
2004,1,ALT,Atlanta Hawks,26.2,28.0,54.0,28,54,-4.65,-0.36,-5.0,101.0,106.1,-5.1,90.8,0.3,0.19,0.51,0.46,15.4,28.6,0.24,70.5,Philips Arena,565728,13798
