SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,29,UTA,44,Bojan Bogdanovic,SF,6-8,226,1989-04-18,BA,5,
2020,29,UTA,13,Tony Bradley,C,6-10,248,1998-01-08,US,2,UNC
2020,29,UTA,5,Jarrell Brantley,PF,6-5,250,1996-06-07,US,R,College of Charleston
2020,29,UTA,00,Jordan Clarkson,SG,6-4,194,1992-06-07,US,5,"Tulsa, Missouri"
2020,29,UTA,10,Mike Conley,PG,6-1,175,1987-10-11,US,12,Ohio State
2020,29,UTA,17,Ed Davis,C,6-9,218,1989-06-05,US,9,UNC
2020,29,UTA,11,Dante Exum,SG,6-5,214,1995-07-13,AU,4,
2020,29,UTA,27,Rudy Gobert,C,7-1,258,1992-06-26,FR,6,
2020,29,UTA,22,Jeff Green,PF,6-8,235,1986-08-28,US,11,Georgetown
2020,29,UTA,2,Joe Ingles,PF,6-7,220,1987-10-02,AU,5,
2020,29,UTA,15,Stanton Kidd,SG,6-6,215,1992-03-18,US,R,"South Plains College, NC Central, Colorado State"
2020,29,UTA,45,Donovan Mitchell,SG,6-1,215,1996-09-07,US,2,Louisville
2020,29,UTA,16,Juwan Morgan,PF,6-8,232,1997-04-17,US,R,Indiana
2020,29,UTA,8-15,Emmanuel Mudiay,PG,6-3,200,1996-03-05,CD,4,
2020,29,UTA,31,Georges Niang,PF,6-7,230,1993-06-17,US,3,Iowa State
2020,29,UTA,23,Royce O'Neale,SF,6-4,226,1993-06-05,US,2,"Denver, Baylor"
2020,29,UTA,24-81,Miye Oni,SF,6-5,206,1997-08-04,US,R,Yale
2020,29,UTA,6,Rayjon Tucker,SG,6-5,210,1997-09-24,US,R,
2020,29,UTA,0,Nigel Williams-Goss,PG,6-2,190,1994-09-16,US,R,"Gonzaga, Washington"
2020,29,UTA,3,Justin Wright-Foreman,PG,6-0,190,1997-10-27,US,R,Hofstra
