NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
88,Goga Bitadze,C,6-11,250,1999-07-20,GE,R,
10,Brian Bowen,SF,6-6,190,1998-10-02,US,R,
7,Malcolm Brogdon,PG,6-5,229,1992-12-11,US,3,Virginia
3,Aaron Holiday,PG,6-0,185,1996-09-30,US,1,UCLA
8,Justin Holiday,SF,6-6,180,1989-04-05,US,6,Washington
24,Alize Johnson,PF,6-7,212,1996-04-22,US,1,Missouri State
26,Jeremy Lamb,SG,6-5,180,1992-05-30,US,7,UConn
22,T.J. Leaf,PF,6-10,222,1997-04-30,IL,2,UCLA
9,T.J. McConnell,PG,6-1,190,1992-03-25,US,4,"Duquesne, Arizona"
20,Doug McDermott,PF,6-7,225,1992-01-03,US,5,Creighton
15,Naz Mitrou-Long,SG,6-3,218,1993-08-03,CA,2,Iowa State
4,Victor Oladipo,SG,6-4,213,1992-05-04,US,6,Indiana
11,Domantas Sabonis,PF,6-11,240,1996-05-03,US,3,Gonzaga
14,JaKarr Sampson,PF,6-7,214,1993-03-20,US,4,St. John's
5,Edmond Sumner,SG,6-4,196,1995-12-31,US,2,Xavier
33,Myles Turner,C,6-11,250,1996-03-24,US,4,Texas
1,T.J. Warren,SF,6-8,220,1993-09-05,US,5,NC State
