NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Trevor Ariza,SF,6-8,215,1985-06-30,US,15,UCLA
35,Marvin Bagley,C,6-11,235,1999-03-14,US,1,Duke
40,Harrison Barnes,PF,6-8,225,1992-05-30,US,7,UNC
26,Kent Bazemore,SF,6-4,195,1989-07-01,US,7,Old Dominion
88,Nemanja Bjelica,PF,6-10,234,1988-05-09,RS,4,
8,Bogdan Bogdanović,SG,6-6,220,1992-08-18,RS,2,
13,Corey Brewer,PF,6-9,186,1986-03-05,US,12,Florida
13,Dewayne Dedmon,C,7-0,245,1989-08-12,US,6,USC
3,Yogi Ferrell,PG,6-0,178,1993-05-09,US,3,Indiana
5,De'Aaron Fox,PG,6-3,185,1997-12-20,US,2,Kentucky
32,Wenyen Gabriel,PF,6-9,200,1997-03-26,SD,R,Kentucky
20,Harry Giles,C,6-11,240,1998-04-22,US,1,Duke
7,Kyle Guy,SG,6-1,167,1997-08-11,US,R,Virginia
24,Buddy Hield,SG,6-4,220,1992-12-17,BS,3,Oklahoma
22,Richaun Holmes,C,6-10,235,1993-10-15,US,4,Bowling Green
10,Justin James,SF,6-7,190,1997-01-24,US,R,Wyoming
19,DaQuan Jeffries,SG,6-5,230,1997-08-30,US,R,"Oral Roberts, Tulsa"
9,Cory Joseph,PG,6-3,200,1991-08-20,CA,8,Texas
25,Alex Len,C,7-0,250,1993-06-16,UA,6,Maryland
42,Eric Mika,C,6-10,230,1995-01-05,US,R,BYU
33,Jabari Parker,PF,6-8,245,1995-03-15,US,5,Duke
50,Caleb Swanigan,C,6-9,260,1997-04-18,US,2,Purdue
43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,11,Creighton
