SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,5,CHI,51,Ryan Arcidiacono,PG,6-3,195,1994-03-26,US,2,Villanova
2020,5,CHI,34,Wendell Carter,C,6-9,270,1999-04-16,US,1,Duke
2020,5,CHI,32,Kris Dunn,PG,6-3,205,1994-03-18,US,3,Providence
2020,5,CHI,6,Cristiano Felicio,C,6-10,270,1992-07-07,BR,4,
2020,5,CHI,12,Daniel Gafford,C,6-10,234,1998-10-01,US,R,Arkansas
2020,5,CHI,3,Shaquille Harrison,SG,6-7,190,1993-10-06,US,2,Tulsa
2020,5,CHI,15,Chandler Hutchison,SF,6-7,210,1996-04-26,US,1,Boise State
2020,5,CHI,2,Luke Kornet,C,7-2,250,1995-07-15,US,2,Vanderbilt
2020,5,CHI,8,Zach LaVine,SG,6-6,200,1995-03-10,US,5,UCLA
2020,5,CHI,24,Lauri Markkanen,PF,7-0,240,1997-05-22,FI,2,Arizona
2020,5,CHI,20,Adam Mokoka,SF,6-5,190,1998-07-18,FR,R,
2020,5,CHI,22,Otto Porter,SF,6-8,198,1993-06-03,US,6,Georgetown
2020,5,CHI,31,Tomas Satoransky,SG,6-7,210,1991-10-30,CZ,3,
2020,5,CHI,28,Max Strus,SF,6-6,215,1996-03-28,US,R,"Lewis (IL), DePaul"
2020,5,CHI,45,Denzel Valentine,SF,6-4,220,1993-11-16,US,2,Michigan State
2020,5,CHI,0,Coby White,PG,6-4,195,2000-02-16,US,R,UNC
2020,5,CHI,21,Thaddeus Young,PF,6-8,235,1988-06-21,US,12,Georgia Tech
