NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
34,Giannis Antetokounmpo,PF,6-11,242,1994-12-06,GR,6,
43,Thanasis Antetokounmpo,SF,6-6,219,1992-07-18,GR,1,
17,Dragan Bender,C,7-0,225,1997-11-17,BA,3,
6,Eric Bledsoe,PG,6-1,214,1989-12-09,US,9,Kentucky
23,Sterling Brown,SF,6-5,219,1995-02-10,US,2,SMU
24,Pat Connaughton,SG,6-5,209,1993-01-06,US,4,Notre Dame
0,Donte DiVincenzo,SG,6-4,203,1997-01-31,US,1,Villanova
3,George Hill,PG,6-3,188,1986-05-04,US,11,IUPUI
7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,11,
26,Kyle Korver,SF,6-7,212,1981-03-17,US,16,Creighton
11,Brook Lopez,C,7-0,282,1988-04-01,US,11,Stanford
42,Robin Lopez,C,7-0,281,1988-04-01,US,11,Stanford
15,Frank Mason,PG,5-11,190,1994-04-03,US,2,Kansas
9,Wesley Matthews,SG,6-4,220,1986-10-14,US,10,Marquette
22,Khris Middleton,SF,6-7,222,1991-08-12,US,7,Texas A&M
20,Marvin Williams,PF,6-8,237,1986-06-19,US,14,UNC
5,D.J. Wilson,PF,6-10,231,1996-02-19,US,2,Michigan
