SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2020,3,BRK,31,Jarrett Allen,C,6-11,243,1998-04-21,US,2,Texas
2020,3,BRK,10,Justin Anderson,SG,6-6,230,1993-11-19,US,4,Virginia
2020,3,BRK,21,Wilson Chandler,PF,6-8,235,1987-05-10,US,11,DePaul
2020,3,BRK,4,Chris Chiozza,PG,5-11,175,1995-11-21,US,1,Florida
2020,3,BRK,33,Nicolas Claxton,C,6-11,215,1999-04-17,US,R,Georgia
2020,3,BRK,1,Jamal Crawford,SG,6-5,185,1980-03-20,US,19,Michigan
2020,3,BRK,8-26,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,5,Colorado
2020,3,BRK,4,Henry Ellenson,C,6-10,240,1997-01-13,US,3,Marquette
2020,3,BRK,45,Donta Hall,C,6-9,232,1997-08-07,US,R,Alabama
2020,3,BRK,12,Joe Harris,SF,6-6,220,1991-09-06,US,5,Virginia
2020,3,BRK,11,Kyrie Irving,PG,6-2,195,1992-03-23,AU,8,Duke
2020,3,BRK,8,Tyler Johnson,SG,6-3,186,1992-05-07,US,5,Fresno State
2020,3,BRK,6,DeAndre Jordan,C,6-11,265,1988-07-21,US,11,Texas A&M
2020,3,BRK,00,Rodions Kurucs,PF,6-9,228,1998-02-05,LV,1,
2020,3,BRK,22,Caris LeVert,SG,6-6,205,1994-08-25,US,3,Michigan
2020,3,BRK,9,Timothe Luwawu-Cabarrot,SF,6-7,220,1995-05-09,FR,3,
2020,3,BRK,0,Jeremiah Martin,PG,6-3,185,1996-06-19,US,R,Memphis
2020,3,BRK,13,Dzanan Musa,SF,6-9,217,1999-05-08,BA,1,
2020,3,BRK,0,David Nwaba,SG,6-5,219,1993-01-14,US,3,Cal Poly
2020,3,BRK,1,Theo Pinson,SG,6-5,212,1995-11-05,US,1,UNC
2020,3,BRK,2,Taurean Prince,PF,6-7,218,1994-03-22,US,3,Baylor
2020,3,BRK,10,Iman Shumpert,SF,6-5,215,1990-06-26,US,8,Georgia Tech
2020,3,BRK,17,Garrett Temple,SG,6-5,195,1986-05-08,US,9,LSU
2020,3,BRK,42,Lance Thomas,PF,6-8,240,1988-04-24,US,8,Duke
