NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,Al-Farouq Aminu,PF,6-8,220,1990-09-21,US,9,Wake Forest
14,D.J. Augustin,PG,5-11,183,1987-11-10,US,11,Texas
5,Mohamed Bamba,C,7-0,231,1998-05-12,US,1,Texas
24,Khem Birch,C,6-9,233,1992-09-28,CA,2,"Pitt, UNLV"
7,Michael Carter-Williams,SG,6-5,190,1991-10-10,US,6,Syracuse
12,Gary Clark,SF,6-6,225,1994-11-16,US,1,Cincinnati
11,James Ennis,SG,6-6,215,1990-07-01,US,5,Cal State Long Beach
10,Evan Fournier,SF,6-7,205,1992-10-29,FR,7,
35,Melvin Frazier,SG,6-5,215,1996-08-30,US,1,Tulane
20,Markelle Fultz,PG,6-3,209,1998-05-29,US,2,Washington
00,Aaron Gordon,PF,6-8,235,1995-09-16,US,5,Arizona
1,Jonathan Isaac,PF,6-11,230,1997-10-03,US,2,Florida State
25,Wesley Iwundu,SF,6-6,195,1994-12-20,US,2,Kansas State
11,Amile Jefferson,PF,6-9,222,1993-05-07,US,1,Duke
13,B.J. Johnson,SF,6-7,200,1995-12-21,US,1,"Syracuse, La Salle"
23,Vic Law,PF,6-7,200,1995-12-19,US,R,Northwestern
4,Josh Magette,PG,6-1,160,1989-11-28,US,1,Alabama-Huntsville
8-31,Terrence Ross,SG,6-6,206,1991-02-05,US,7,Washington
9,Nikola Vučević,C,6-11,260,1990-10-24,CH,8,USC
