NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
43,Jonah Bolden,C,6-8,220,1996-01-02,AU,1,UCLA
23,Trey Burke,PG,6-0,185,1992-11-12,US,6,Michigan
20,Alec Burks,SG,6-6,214,1991-07-20,US,8,Colorado
21,Joel Embiid,C,7-0,280,1994-03-16,CM,3,Kansas
11,James Ennis,SF,6-6,215,1990-07-01,US,5,Cal State Long Beach
12,Tobias Harris,PF,6-8,226,1992-07-15,US,8,Tennessee
42,Al Horford,C,6-9,240,1986-06-03,DO,12,Florida
30,Furkan Korkmaz,SG,6-7,202,1997-07-24,TR,2,
18,Shake Milton,SG,6-5,205,1996-09-26,US,1,SMU
19,Raul Neto,PG,6-1,180,1992-05-19,BR,4,
9,Kyle O'Quinn,C,6-9,250,1990-03-26,US,7,Norfolk State
14,Norvel Pelle,C,6-10,231,1993-02-03,AG,R,
0,Josh Richardson,SG,6-5,200,1993-09-15,US,4,Tennessee
40,Glenn Robinson,SF,6-6,222,1994-01-08,US,5,Michigan
1,Mike Scott,PF,6-7,237,1988-07-16,US,7,Virginia
35,Marial Shayok,SG,6-5,198,1995-07-26,CA,R,"Virginia, Iowa State"
25,Ben Simmons,PG,6-10,240,1996-07-20,AU,2,LSU
5,Zhaire Smith,SF,6-3,205,1999-06-04,US,1,Texas Tech
22,Matisse Thybulle,SG,6-5,201,1997-03-04,US,R,Washington
