Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1980,11,HOU,Houston Rockets,Moses Malone,24,7,,275,13.4,25.0,0.54,0.0,0.2,0.0,13.4,24.8,0.54,6.0,7.8,0.77,7.6,10.0,17.6,1.3,0.7,2.9,4.0,3.3,32.8,,114,110
1980,11,HOU,Houston Rockets,Robert Reid,24,7,,266,9.7,19.1,0.51,0.0,0.2,0.0,9.7,18.9,0.52,4.1,4.9,0.85,2.6,7.7,10.3,4.9,1.1,1.3,3.6,5.2,23.6,,110,112
1980,11,HOU,Houston Rockets,Calvin Murphy,31,7,,265,10.9,20.3,0.54,0.4,0.8,0.5,10.5,19.6,0.54,2.4,2.4,1.0,0.8,1.1,1.9,4.9,2.1,0.0,3.0,5.5,24.6,,112,116
1980,11,HOU,Houston Rockets,Tom Henderson,28,7,,203,5.4,11.3,0.48,0.0,0.2,0.0,5.4,11.0,0.49,2.9,3.7,0.8,1.2,2.7,3.9,10.3,1.7,1.0,2.7,4.7,13.7,,114,115
1980,11,HOU,Houston Rockets,Rudy Tomjanovich,31,7,,185,6.5,17.2,0.38,0.3,1.9,0.14,6.2,15.4,0.4,2.4,3.5,0.69,3.2,7.5,10.8,2.7,0.5,0.0,3.8,5.7,15.6,,86,115
1980,11,HOU,Houston Rockets,Allen Leavell,22,7,,149,3.3,12.7,0.26,0.0,1.3,0.0,3.3,11.4,0.29,6.4,7.0,0.9,0.7,3.3,4.0,8.0,2.0,0.0,2.0,4.0,13.0,,102,114
1980,11,HOU,Houston Rockets,Billy Paultz,31,7,,128,5.1,15.6,0.32,0.0,0.0,,5.1,15.6,0.32,1.6,2.7,0.57,4.7,8.2,12.8,3.1,0.4,1.2,4.3,5.1,11.7,,76,113
1980,11,HOU,Houston Rockets,Rick Barry,35,6,,79,7.6,20.8,0.36,1.9,7.6,0.25,5.7,13.2,0.43,3.8,3.8,1.0,0.0,3.8,3.8,9.5,0.6,0.6,6.3,6.9,20.8,,90,116
1980,11,HOU,Houston Rockets,Major Jones,26,6,,70,7.8,12.8,0.61,0.0,0.0,,7.8,12.8,0.61,4.3,6.4,0.67,5.7,10.0,15.7,2.8,0.0,1.4,2.8,5.7,19.9,,122,113
1980,11,HOU,Houston Rockets,Mike Dunleavy,25,6,,45,6.6,13.3,0.5,0.0,2.2,0.0,6.6,11.1,0.6,5.5,6.6,0.83,2.2,3.3,5.5,14.4,5.5,0.0,6.6,12.2,18.8,,106,107
1980,11,HOU,Houston Rockets,Alonzo Bradley,26,4,,15,19.9,29.9,0.67,3.3,3.3,1.0,16.6,26.6,0.62,10.0,16.6,0.6,3.3,6.6,10.0,3.3,3.3,0.0,0.0,6.6,53.1,,147,109
