Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,22.0,PHI,NBA,SF,74.0,0.0,882.0,7.1,20.2,0.352,5.0,12.8,0.391,2.1,7.4,0.283,1.2,1.5,0.792,1.9,5.0,6.9,2.5,1.5,0.5,2.5,6.3,20.4,,97.0,104.0
2005,23.0,PHI,NBA,SF,82.0,57.0,2667.0,6.0,14.4,0.418,4.3,10.6,0.405,1.7,3.8,0.453,1.6,1.8,0.854,0.8,6.4,7.2,3.4,2.0,0.6,2.0,5.0,17.9,,112.0,105.0
2006,24.0,PHI,NBA,SF,82.0,43.0,2563.0,6.6,15.4,0.43,3.7,8.9,0.42,2.9,6.5,0.443,2.0,2.4,0.849,0.5,4.9,5.5,3.3,1.3,0.5,2.0,4.5,19.0,,111.0,110.0
2007,25.0,PHI,NBA,SF,74.0,1.0,2288.0,8.6,19.5,0.44,3.1,7.1,0.43,5.6,12.4,0.446,4.4,4.8,0.914,0.7,5.3,6.0,2.4,1.3,0.5,2.7,4.3,24.7,,109.0,109.0
2008,26.0,TOT,NBA,"PF,SG",75.0,0.0,1732.0,7.7,17.3,0.443,3.3,8.9,0.375,4.3,8.4,0.516,3.6,3.9,0.915,0.6,4.5,5.2,3.0,1.3,0.9,2.3,5.8,22.3,,114.0,109.0
2008,26.0,PHI,NBA,PF,25.0,0.0,657.0,7.3,18.3,0.396,3.1,8.7,0.352,4.2,9.6,0.437,2.5,2.7,0.912,1.0,4.9,5.9,2.7,1.6,0.5,2.3,5.4,20.1,,105.0,108.0
2008,26.0,UTA,NBA,SG,50.0,0.0,1075.0,7.9,16.7,0.474,3.5,9.0,0.388,4.4,7.7,0.575,4.2,4.6,0.917,0.4,4.3,4.7,3.3,1.1,1.1,2.3,6.0,23.5,,120.0,109.0
2009,27.0,UTA,NBA,SF,78.0,2.0,1874.0,6.7,15.4,0.438,2.8,7.3,0.386,3.9,8.1,0.485,3.1,3.5,0.882,1.0,6.1,7.1,3.8,1.3,0.8,2.5,4.7,19.4,,110.0,109.0
2010,28.0,UTA,NBA,SG,52.0,0.0,952.0,7.4,15.0,0.493,3.2,5.9,0.536,4.2,9.1,0.465,2.1,2.6,0.796,0.5,5.4,6.0,4.8,1.4,0.6,2.3,4.1,20.1,,116.0,107.0
2011,29.0,CHI,NBA,SG,82.0,0.0,1649.0,7.8,17.9,0.434,3.9,9.3,0.415,3.9,8.6,0.455,2.5,2.8,0.885,0.4,4.4,4.8,4.0,1.1,0.6,1.9,5.0,21.9,,115.0,104.0
