SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1991,12,IND,Reggie Miller,25,82,2972,21.2,0.65,0.28,0.52,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,,11.7,0.8,12.5,0.2,,5.3,-1.1,4.2,4.6
1991,12,IND,Detlef Schrempf,28,82,2632,18.6,0.62,0.05,0.65,8.0,20.3,14.4,16.2,1.1,0.5,14.1,19.8,,7.4,1.6,9.0,0.16,,2.8,-0.8,2.0,2.6
1991,12,IND,Chuck Person,26,80,2566,16.1,0.55,0.16,0.19,5.6,12.8,9.3,14.7,1.1,0.4,12.1,24.8,,3.1,0.8,3.9,0.07,,1.7,-2.4,-0.7,0.8
1991,12,IND,LaSalle Thompson,29,82,1946,11.2,0.51,0.01,0.18,9.4,23.3,16.6,10.4,1.6,1.9,21.6,16.8,,-0.7,1.9,1.2,0.03,,-2.5,-0.1,-2.7,-0.3
1991,12,IND,Vern Fleming,28,69,1929,17.2,0.57,0.03,0.33,5.1,7.5,6.4,27.9,1.9,0.4,15.1,19.7,,3.8,0.6,4.4,0.11,,2.6,-1.0,1.6,1.8
1991,12,IND,Micheal Williams,24,73,1706,19.5,0.61,0.01,0.63,3.4,8.2,5.9,28.4,4.2,0.6,18.3,20.1,,4.1,1.6,5.7,0.16,,1.7,1.5,3.2,2.3
1991,12,IND,Rik Smits,24,76,1690,14.9,0.52,0.0,0.27,8.2,15.8,12.1,7.4,0.7,3.9,9.8,21.7,,1.8,1.1,2.9,0.08,,-1.2,-0.9,-2.1,-0.1
1991,12,IND,Mike Sanders,30,80,1357,8.4,0.45,0.04,0.12,6.4,9.1,7.8,10.9,1.3,1.1,11.1,18.1,,-0.4,0.5,0.1,0.0,,-3.3,-1.6,-4.9,-1.0
1991,12,IND,George McCloud,23,74,1070,7.9,0.46,0.35,0.14,3.9,8.6,6.3,18.7,1.8,0.6,19.6,18.2,,-0.8,0.4,-0.4,-0.02,,-2.9,-1.4,-4.3,-0.6
1991,12,IND,Greg Dreiling,28,73,1031,8.7,0.54,0.01,0.54,7.6,20.3,14.2,6.4,1.1,1.7,19.2,12.1,,0.3,0.8,1.1,0.05,,-3.2,-0.5,-3.7,-0.4
1991,12,IND,Kenny Williams,21,75,527,13.9,0.55,0.02,0.28,12.6,15.8,14.3,8.5,1.0,3.5,16.9,19.3,,0.4,0.4,0.7,0.07,,-1.6,-0.9,-2.5,-0.1
1991,12,IND,Randy Wittman,31,41,355,7.4,0.45,0.06,0.08,2.0,8.4,5.3,9.1,1.4,0.7,10.9,10.8,,0.0,0.1,0.0,0.01,,-1.8,-1.1,-3.0,-0.1
1991,12,IND,Jawann Oldham,33,4,19,8.1,0.5,0.0,0.0,0.0,17.5,9.1,0.0,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,0.03,,-2.1,-3.5,-5.6,0.0
1991,12,IND,Byron Dinkins,23,2,5,7.9,1.0,0.0,0.0,0.0,22.1,11.5,0.0,0.0,0.0,0.0,8.4,,0.0,0.0,0.0,0.18,,-7.5,-0.2,-7.7,0.0
