Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,12,2773,IND,Indiana Pacers,Mark Strickland,"July 14, 1970",24.0,NBA,PF,4.0,0.0,9.0,4.0,12.0,0.33,0.0,0.0,,4.0,12.0,0.33,4.0,8.0,0.5,8.0,8.0,16.0,0.0,0.0,4.0,4.0,0.0,12.0
1997,16,2773,MIA,Miami Heat,Mark Strickland,"July 14, 1970",26.0,NBA,PF,31.0,0.0,153.0,5.9,14.1,0.42,0.0,0.2,0.0,5.9,13.9,0.42,2.8,4.9,0.57,3.8,4.9,8.7,0.2,0.9,2.4,3.5,4.0,14.6
1998,16,2773,MIA,Miami Heat,Mark Strickland,"July 14, 1970",27.0,NBA,PF,51.0,8.0,847.0,6.2,11.4,0.54,0.0,0.0,0.0,6.2,11.4,0.54,2.5,3.5,0.72,3.4,5.7,9.1,1.1,0.8,1.4,2.0,3.7,14.8
1999,16,2773,MIA,Miami Heat,Mark Strickland,"July 14, 1970",28.0,NBA,PF,32.0,1.0,357.0,5.0,10.2,0.5,0.0,0.1,0.0,5.0,10.1,0.5,1.9,2.6,0.73,2.6,5.2,7.9,0.9,0.7,0.8,1.3,2.8,12.0
2000,16,2773,MIA,Miami Heat,Mark Strickland,"July 14, 1970",29.0,NBA,SF,58.0,5.0,663.0,6.6,12.2,0.55,0.0,0.0,,6.6,12.2,0.55,2.2,3.0,0.71,2.4,5.2,7.6,1.2,0.8,1.0,1.3,3.7,15.4
2001,31,2773,TOT,Total After Trade,Mark Strickland,"July 14, 1970",30.0,NBA,SF,55.0,2.0,719.0,5.2,12.0,0.43,0.1,0.1,0.5,5.1,11.9,0.43,2.3,3.5,0.64,2.7,5.4,8.1,1.2,0.8,1.1,1.7,3.6,12.6
2001,8,2773,DEN,Denver Nuggets,Mark Strickland,"July 14, 1970",30.0,NBA,SF,46.0,2.0,517.0,5.7,12.9,0.44,0.0,0.1,0.0,5.7,12.8,0.45,2.6,4.1,0.63,3.0,5.4,8.4,1.2,0.8,1.3,1.7,4.0,14.0
2001,3,2773,NJN,New Jersey Nets,Mark Strickland,"July 14, 1970",30.0,NBA,SF,9.0,0.0,202.0,3.7,9.6,0.39,0.2,0.2,1.0,3.6,9.4,0.38,1.4,2.0,0.73,2.0,5.3,7.3,1.2,0.7,0.5,1.8,2.5,9.1
2002,1,2773,ATL,Atlanta Hawks,Mark Strickland,"July 14, 1970",31.0,NBA,SF,46.0,10.0,654.0,5.0,11.2,0.45,0.1,0.2,0.25,5.0,11.0,0.45,1.4,2.4,0.57,2.3,5.0,7.2,1.1,1.0,0.9,1.5,2.6,11.4
2003,7,2773,DAL,Dallas Mavericks,Mark Strickland,"July 14, 1970",32.0,NBA,SF,4.0,0.0,13.0,5.5,13.8,0.4,0.0,0.0,,5.5,13.8,0.4,0.0,0.0,,13.8,5.5,19.4,0.0,0.0,0.0,2.8,2.8,11.1
