Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2013,10,167,GSW,Golden State Warriors,Harrison Barnes,"May 30, 1992",20.0,NBA,SF,81.0,81.0,2058.0,6.8,15.5,0.44,1.3,3.6,0.36,5.5,11.9,0.46,3.6,4.7,0.76,1.3,6.9,8.2,2.4,1.3,0.3,2.5,3.5,18.5,102.0,107.0
2014,10,167,GSW,Golden State Warriors,Harrison Barnes,"May 30, 1992",21.0,NBA,SF,78.0,24.0,2204.0,6.1,15.4,0.4,1.5,4.3,0.35,4.6,11.1,0.42,2.9,4.1,0.72,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,100.0,105.0
2015,10,167,GSW,Golden State Warriors,Harrison Barnes,"May 30, 1992",22.0,NBA,SF,82.0,82.0,2318.0,6.7,13.8,0.48,1.8,4.5,0.4,4.8,9.3,0.52,2.3,3.2,0.72,2.5,7.1,9.5,2.4,1.3,0.4,1.5,3.1,17.4,116.0,104.0
2016,10,167,GSW,Golden State Warriors,Harrison Barnes,"May 30, 1992",23.0,NBA,SF,66.0,59.0,2042.0,7.0,15.0,0.47,1.9,5.1,0.38,5.0,9.9,0.51,2.4,3.2,0.76,1.8,5.9,7.7,2.8,1.0,0.2,1.3,3.2,18.3,114.0,107.0
2017,7,167,DAL,Dallas Mavericks,Harrison Barnes,"May 30, 1992",24.0,NBA,PF,79.0,79.0,2803.0,11.1,23.8,0.47,1.4,4.1,0.35,9.7,19.6,0.49,4.5,5.2,0.86,1.7,5.6,7.3,2.2,1.2,0.3,1.9,2.4,28.2,106.0,111.0
2018,7,167,DAL,Dallas Mavericks,Harrison Barnes,"May 30, 1992",25.0,NBA,PF,77.0,77.0,2634.0,10.2,23.0,0.44,2.3,6.3,0.36,8.0,16.7,0.48,4.9,6.0,0.83,1.5,7.5,8.9,2.9,0.9,0.3,2.2,1.8,27.7,105.0,111.0
2019,31,167,TOT,Total After Trade,Harrison Barnes,"May 30, 1992",26.0,NBA,"PF,SF",77.0,77.0,2533.0,8.1,19.4,0.42,3.3,8.3,0.4,4.8,11.0,0.44,4.3,5.2,0.82,1.1,5.7,6.8,2.2,0.9,0.2,1.8,2.3,23.8,108.0,114.0
2019,7,167,DAL,Dallas Mavericks,Harrison Barnes,"May 30, 1992",26.0,NBA,PF,49.0,49.0,1584.0,8.9,22.0,0.4,3.7,9.5,0.39,5.2,12.4,0.42,5.1,6.1,0.83,1.1,5.2,6.3,1.9,1.0,0.3,2.1,2.4,26.5,106.0,113.0
2019,26,167,SAC,Sacramento Kings,Harrison Barnes,"May 30, 1992",26.0,NBA,SF,28.0,28.0,949.0,6.9,15.2,0.46,2.6,6.4,0.41,4.3,8.8,0.49,3.1,3.9,0.8,1.0,6.5,7.6,2.6,0.8,0.1,1.5,2.1,19.6,115.0,114.0
2020,26,167,SAC,Sacramento Kings,Harrison Barnes,"May 30, 1992",27.0,NBA,PF,72.0,72.0,2482.0,7.1,15.5,0.46,2.0,5.2,0.38,5.1,10.3,0.5,4.2,5.2,0.8,1.5,5.4,6.9,3.1,0.8,0.2,1.7,1.8,20.4,116.0,116.0
2021,26,167,SAC,Sacramento Kings,Harrison Barnes,"May 30, 1992",28.0,NBA,PF,30.0,30.0,1061.0,7.3,15.0,0.48,2.3,5.9,0.39,4.9,9.1,0.54,5.1,6.2,0.82,1.4,7.0,8.4,4.7,1.2,0.3,1.9,1.8,21.9,124.0,121.0
