Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2003,23.0,LAL,NBA,PG,34.0,0.0,342.0,5.6,14.1,0.398,1.1,3.6,0.292,4.6,10.5,0.435,0.6,0.6,1.0,1.4,4.2,5.6,5.9,2.0,0.3,3.5,6.8,12.9,,90.0,107.0
2004,24.0,TOT,NBA,PG,31.0,1.0,479.0,8.9,21.8,0.407,2.4,6.8,0.355,6.5,15.0,0.431,2.5,3.0,0.852,0.9,3.2,4.1,7.7,1.4,0.7,5.2,5.5,22.7,,92.0,106.0
2004,24.0,LAL,NBA,PG,13.0,0.0,63.0,5.0,13.2,0.375,1.7,3.3,0.5,3.3,9.9,0.333,0.0,0.0,,0.0,5.0,5.0,9.1,1.7,0.0,9.9,4.1,11.6,,63.0,104.0
2004,24.0,TOR,NBA,PG,5.0,0.0,71.0,7.0,22.6,0.31,0.0,3.9,0.0,7.0,18.7,0.375,0.0,0.0,,0.0,3.1,3.1,9.3,3.1,0.8,3.9,5.5,14.0,,70.0,101.0
2004,24.0,CHI,NBA,PG,13.0,1.0,345.0,10.0,23.2,0.429,3.0,8.0,0.377,6.9,15.2,0.455,3.5,4.1,0.852,1.2,2.9,4.1,7.1,1.1,0.8,4.5,5.7,26.4,,100.0,108.0
2005,25.0,CHI,NBA,PG,32.0,0.0,453.0,9.4,24.4,0.385,2.6,7.6,0.348,6.8,16.8,0.401,1.9,2.6,0.739,1.4,4.0,5.4,8.7,1.8,0.1,5.2,6.1,23.4,,92.0,103.0
2006,26.0,CHI,NBA,PG,57.0,0.0,646.0,8.7,23.3,0.373,3.1,8.2,0.379,5.6,15.1,0.37,1.4,1.7,0.81,0.6,4.2,4.9,7.5,1.9,0.2,4.9,4.6,21.9,,89.0,105.0
2007,27.0,NOK,NBA,PG,82.0,7.0,1710.0,8.8,21.5,0.409,2.5,6.5,0.388,6.3,15.0,0.418,3.2,3.8,0.852,0.6,5.0,5.6,6.3,1.6,0.1,3.8,3.8,23.4,,100.0,108.0
2008,28.0,NOH,NBA,SG,80.0,5.0,1497.0,9.1,23.3,0.39,2.3,6.6,0.349,6.7,16.6,0.406,2.5,2.9,0.877,0.9,3.7,4.6,6.8,1.8,0.2,3.3,4.4,23.0,,98.0,108.0
2010,30.0,CHI,NBA,PG,63.0,5.0,829.0,8.2,23.7,0.346,2.4,8.6,0.275,5.8,15.1,0.387,2.6,2.8,0.933,0.6,4.3,4.9,5.5,1.8,0.1,3.1,4.2,21.4,,89.0,107.0
2012,32.0,ATL,NBA,PG,50.0,0.0,671.0,8.3,20.1,0.415,4.2,10.9,0.384,4.1,9.1,0.452,1.5,1.6,0.95,0.7,5.1,5.8,7.6,1.6,0.2,3.9,5.1,22.4,,103.0,104.0
2013,33.0,TOT,NBA,PG,32.0,0.0,507.0,8.0,21.8,0.368,4.0,12.0,0.336,4.0,9.9,0.406,1.2,1.3,0.923,1.0,2.6,3.6,6.9,1.9,0.3,4.2,4.3,21.3,,92.0,111.0
2013,33.0,WAS,NBA,PG,7.0,0.0,102.0,4.1,16.3,0.25,1.5,10.2,0.15,2.6,6.1,0.417,1.0,1.0,1.0,0.0,3.1,3.1,7.1,0.0,0.5,4.1,4.1,10.7,,69.0,110.0
2013,33.0,ATL,NBA,PG,7.0,0.0,113.0,6.0,17.4,0.342,3.2,9.2,0.35,2.8,8.3,0.333,0.9,0.9,1.0,0.5,2.8,3.2,8.7,1.4,0.0,2.3,3.7,16.0,,99.0,109.0
2013,33.0,CHA,NBA,PG,18.0,0.0,292.0,10.2,25.5,0.401,5.2,13.7,0.382,5.0,11.9,0.424,1.4,1.6,0.889,1.6,2.3,4.0,6.1,2.7,0.4,5.0,4.7,27.1,,96.0,113.0
2014,34.0,CHA,NBA,PG,29.0,0.0,242.0,11.2,25.3,0.441,5.1,12.9,0.4,6.0,12.4,0.483,1.7,2.4,0.727,0.2,4.1,4.3,11.2,3.0,0.2,5.6,3.6,29.2,,102.0,103.0
2015,35.0,CHO,NBA,PG,9.0,0.0,73.0,10.6,24.8,0.429,6.4,15.6,0.409,4.2,9.2,0.462,1.4,1.4,1.0,0.0,2.1,2.1,5.7,0.0,0.0,2.1,5.7,29.0,,111.0,111.0
