Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2002,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,24.0,NBA,SG,16.0,16.0,672.0,122.0,303.0,0.4,30.0,104.0,0.29,92.0,199.0,0.46,0.45,120.0,157.0,0.76,27.0,110.0,137.0,66.0,27.0,20.0,61.0,52.0,394.0,0.0
2003,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,25.0,NBA,SG,10.0,10.0,445.0,77.0,193.0,0.4,16.0,45.0,0.36,61.0,148.0,0.41,0.44,101.0,117.0,0.86,11.0,79.0,90.0,67.0,21.0,8.0,44.0,38.0,271.0,1.0
2004,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,26.0,NBA,SG,4.0,4.0,162.0,26.0,76.0,0.34,5.0,17.0,0.29,21.0,59.0,0.36,0.38,26.0,31.0,0.84,6.0,29.0,35.0,10.0,5.0,4.0,25.0,12.0,83.0,0.0
2005,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,27.0,NBA,SF,7.0,7.0,277.0,47.0,93.0,0.5,7.0,27.0,0.26,40.0,66.0,0.61,0.54,59.0,68.0,0.87,7.0,47.0,54.0,32.0,13.0,10.0,19.0,18.0,160.0,0.0
2008,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,30.0,NBA,SF,26.0,26.0,990.0,163.0,370.0,0.44,43.0,119.0,0.36,120.0,251.0,0.48,0.5,142.0,177.0,0.8,21.0,108.0,129.0,119.0,28.0,8.0,82.0,90.0,511.0,0.0
2009,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,31.0,NBA,SF,14.0,14.0,556.0,95.0,221.0,0.43,19.0,57.0,0.33,76.0,164.0,0.46,0.47,85.0,101.0,0.84,4.0,77.0,81.0,43.0,15.0,5.0,33.0,44.0,294.0,0.0
2010,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,32.0,NBA,SF,24.0,24.0,930.0,147.0,336.0,0.44,40.0,102.0,0.39,107.0,234.0,0.46,0.5,117.0,142.0,0.82,20.0,123.0,143.0,82.0,24.0,14.0,64.0,80.0,451.0,0.0
2011,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,33.0,NBA,SF,9.0,9.0,343.0,68.0,148.0,0.46,21.0,47.0,0.45,47.0,101.0,0.46,0.53,30.0,34.0,0.88,5.0,40.0,45.0,25.0,12.0,4.0,24.0,30.0,187.0,0.0
2012,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,34.0,NBA,SF,20.0,20.0,778.0,120.0,311.0,0.39,27.0,87.0,0.31,93.0,224.0,0.42,0.43,110.0,123.0,0.89,14.0,107.0,121.0,62.0,30.0,18.0,56.0,68.0,377.0,0.0
2013,2,2310,BOS,Boston Celtics,Paul Pierce,1977-10-13,35.0,NBA,SF,6.0,6.0,255.0,39.0,106.0,0.37,11.0,41.0,0.27,28.0,65.0,0.43,0.42,26.0,29.0,0.9,4.0,30.0,34.0,32.0,5.0,3.0,32.0,21.0,115.0,0.0
2014,3,2310,BRK,Brooklyn Nets,Paul Pierce,1977-10-13,36.0,NBA,SF,12.0,12.0,368.0,60.0,129.0,0.46,19.0,53.0,0.36,41.0,76.0,0.54,0.54,25.0,32.0,0.78,4.0,50.0,54.0,24.0,14.0,4.0,20.0,44.0,164.0,0.0
2015,30,2310,WAS,Washington Wizards,Paul Pierce,1977-10-13,37.0,NBA,SF,10.0,10.0,298.0,48.0,99.0,0.48,33.0,63.0,0.52,15.0,36.0,0.42,0.65,17.0,20.0,0.85,0.0,42.0,42.0,9.0,6.0,7.0,10.0,33.0,146.0,0.0
2016,13,2310,LAC,Los Angeles Clippers,Paul Pierce,1977-10-13,38.0,NBA,SF,5.0,1.0,54.0,2.0,12.0,0.17,1.0,5.0,0.2,1.0,7.0,0.14,0.21,1.0,4.0,0.25,0.0,6.0,6.0,1.0,2.0,0.0,2.0,6.0,6.0,0.0
2017,13,2310,LAC,Los Angeles Clippers,Paul Pierce,1977-10-13,39.0,NBA,SF,7.0,0.0,101.0,8.0,18.0,0.44,4.0,10.0,0.4,4.0,8.0,0.5,0.56,1.0,1.0,1.0,2.0,12.0,14.0,7.0,2.0,0.0,4.0,11.0,21.0,0.0
