Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,22.0,GSW,NBA,SF,62.0,,1636.0,10.1,20.2,0.503,0.0,0.1,0.0,10.1,20.0,0.507,2.9,3.6,0.812,2.6,4.3,7.0,2.7,1.4,0.2,2.7,4.1,23.2
1981,23.0,GSW,NBA,SF,79.0,,2309.0,8.6,18.0,0.475,0.0,0.3,0.176,8.5,17.8,0.479,2.6,3.2,0.82,2.4,3.7,6.1,3.9,1.2,0.3,2.2,3.8,19.8
1982,24.0,GSW,NBA,SF,76.0,8.0,1782.0,9.2,18.9,0.488,0.1,0.6,0.214,9.1,18.3,0.496,3.6,4.5,0.801,2.5,2.9,5.4,4.2,1.3,0.2,2.5,4.4,22.1
1983,25.0,GSW,NBA,SF,67.0,57.0,2397.0,8.8,18.2,0.487,0.1,0.2,0.267,8.8,17.9,0.49,3.8,4.6,0.828,2.2,3.1,5.3,3.4,1.4,0.2,2.9,3.6,21.6
1984,26.0,GSW,NBA,SF,79.0,76.0,2945.0,8.7,18.4,0.473,0.3,0.9,0.306,8.5,17.6,0.482,4.3,5.4,0.793,2.2,3.1,5.4,3.0,1.3,0.1,2.8,3.1,22.0
1985,27.0,GSW,NBA,SF,78.0,77.0,3081.0,9.6,20.8,0.46,0.5,1.8,0.313,9.0,19.0,0.474,5.9,7.2,0.817,1.8,2.8,4.7,2.7,1.4,0.3,2.8,3.0,25.5
1986,28.0,GSW,NBA,SF,64.0,63.0,2427.0,9.4,19.5,0.482,0.2,0.7,0.306,9.2,18.7,0.489,5.2,6.0,0.865,1.9,3.0,4.9,3.5,1.4,0.3,2.7,3.4,24.2
1987,29.0,GSW,NBA,SF,34.0,15.0,950.0,9.1,19.0,0.479,0.2,0.6,0.235,8.9,18.3,0.488,5.2,6.1,0.856,2.1,3.1,5.2,3.3,1.7,0.3,2.6,3.9,23.5
1988,30.0,HOU,NBA,SG,81.0,11.0,1949.0,8.8,18.2,0.481,0.1,0.4,0.238,8.7,17.8,0.486,3.8,4.4,0.858,1.3,2.8,4.1,3.0,1.1,0.3,2.2,3.6,21.4
1989,31.0,HOU,NBA,SF,65.0,16.0,1157.0,6.2,14.9,0.413,0.3,1.0,0.273,5.9,13.9,0.423,2.4,2.8,0.865,2.0,3.5,5.6,3.3,1.4,0.4,2.2,3.6,15.0
1990,32.0,NJN,NBA,SF,82.0,24.0,2213.0,7.0,15.5,0.455,0.2,0.6,0.286,6.9,14.9,0.461,3.2,3.9,0.835,1.6,2.4,4.0,2.4,1.1,0.3,1.9,3.3,17.4
