Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,10,198,GSW,Golden State Warriors,23.0,NBA,SG,61.0,267.0,11.3,0.45,0.29,0.38,2.1,6.8,4.5,13.1,3.2,1.2,11.7,25.7,-0.3,0.3,0.1,0.01,-3.1,0.7,-2.4,0.0
2014,31,198,TOT,Total After Trade,24.0,NBA,SG,67.0,911.0,11.2,0.52,0.37,0.32,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,-0.6,0.8,0.2,0.01,-3.0,-0.2,-3.3,-0.3
2014,10,198,GSW,Golden State Warriors,24.0,NBA,SG,44.0,268.0,6.2,0.45,0.4,0.37,2.1,14.0,8.1,10.9,2.2,1.7,19.9,23.1,-0.6,0.4,-0.2,-0.03,-6.3,1.2,-5.0,-0.2
2014,14,198,LAL,Los Angeles Lakers,24.0,NBA,SG,23.0,643.0,13.3,0.54,0.36,0.3,0.8,12.0,6.4,17.7,2.3,0.8,15.5,22.3,0.0,0.4,0.4,0.03,-1.7,-0.8,-2.5,-0.1
2015,1,198,ATL,Atlanta Hawks,25.0,NBA,SG,75.0,1324.0,9.7,0.52,0.4,0.3,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.06,-3.2,1.1,-2.1,0.0
2016,1,198,ATL,Atlanta Hawks,26.0,NBA,SF,75.0,2083.0,13.4,0.55,0.42,0.21,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,0.3,3.8,4.1,0.09,-1.2,1.5,0.3,1.2
2017,1,198,ATL,Atlanta Hawks,27.0,NBA,SF,73.0,1963.0,11.5,0.5,0.37,0.23,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,-0.6,2.8,2.1,0.05,-2.1,1.1,-1.0,0.5
2018,1,198,ATL,Atlanta Hawks,28.0,NBA,SG,65.0,1789.0,14.5,0.55,0.4,0.3,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.06,-0.4,1.0,0.6,1.2
2019,1,198,ATL,Atlanta Hawks,29.0,NBA,SG,67.0,1643.0,11.9,0.51,0.43,0.25,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,-0.7,1.4,0.7,0.02,-2.5,0.2,-2.3,-0.1
2020,31,198,TOT,Total After Trade,30.0,NBA,SF,68.0,1688.0,9.3,0.5,0.46,0.28,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,-0.9,1.5,0.6,0.02,-3.4,0.3,-3.1,-0.5
2020,25,198,POR,Portland Trail Blazers,30.0,NBA,SF,43.0,1111.0,7.5,0.48,0.52,0.22,1.2,14.8,8.1,7.1,1.9,2.4,14.4,15.9,-1.0,0.8,-0.2,-0.01,-3.6,0.4,-3.2,-0.3
2020,26,198,SAC,Sacramento Kings,30.0,NBA,SF,25.0,577.0,12.6,0.53,0.35,0.36,2.7,21.6,11.9,8.0,2.4,1.5,11.4,20.4,0.1,0.7,0.8,0.06,-3.0,0.3,-2.8,-0.1
2021,10,198,GSW,Golden State Warriors,31.0,NBA,SF,16.0,240.0,12.6,0.64,0.43,0.26,1.7,16.6,9.3,15.2,2.3,3.7,21.8,14.4,0.1,0.3,0.5,0.1,-2.1,2.3,0.2,0.1
