Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2004,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,22.0,NBA,PG,61.0,56.0,2126.0,371.0,798.0,0.46,16.0,53.0,0.3,355.0,745.0,0.48,0.48,233.0,312.0,0.75,85.0,162.0,247.0,275.0,86.0,34.0,196.0,140.0,991.0,0.0
2005,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,23.0,NBA,SG,77.0,77.0,2974.0,630.0,1318.0,0.48,13.0,45.0,0.29,617.0,1273.0,0.48,0.48,581.0,762.0,0.76,110.0,287.0,397.0,520.0,121.0,82.0,321.0,230.0,1854.0,1.0
2006,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,24.0,NBA,SG,75.0,75.0,2892.0,699.0,1413.0,0.5,13.0,76.0,0.17,686.0,1337.0,0.51,0.5,629.0,803.0,0.78,107.0,323.0,430.0,503.0,146.0,58.0,268.0,217.0,2040.0,2.0
2007,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,25.0,NBA,SG,51.0,50.0,1931.0,472.0,962.0,0.49,21.0,79.0,0.27,451.0,883.0,0.51,0.5,432.0,535.0,0.81,51.0,188.0,239.0,384.0,107.0,62.0,216.0,117.0,1397.0,0.0
2008,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,26.0,NBA,SG,51.0,49.0,1954.0,439.0,937.0,0.47,22.0,77.0,0.29,417.0,860.0,0.48,0.48,354.0,467.0,0.76,45.0,169.0,214.0,354.0,87.0,37.0,224.0,137.0,1254.0,0.0
2009,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,27.0,NBA,SG,79.0,79.0,3048.0,854.0,1739.0,0.49,88.0,278.0,0.32,766.0,1461.0,0.52,0.52,590.0,771.0,0.76,89.0,309.0,398.0,589.0,173.0,106.0,272.0,178.0,2386.0,0.0
2010,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,28.0,NBA,SG,77.0,77.0,2792.0,719.0,1511.0,0.48,73.0,243.0,0.3,646.0,1268.0,0.51,0.5,534.0,702.0,0.76,107.0,266.0,373.0,501.0,142.0,82.0,252.0,181.0,2045.0,0.0
2011,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,29.0,NBA,SG,76.0,76.0,2823.0,692.0,1384.0,0.5,63.0,206.0,0.31,629.0,1178.0,0.53,0.52,494.0,652.0,0.76,123.0,362.0,485.0,346.0,111.0,87.0,237.0,197.0,1941.0,1.0
2012,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,30.0,NBA,SG,49.0,49.0,1625.0,416.0,837.0,0.5,15.0,56.0,0.27,401.0,781.0,0.51,0.51,235.0,297.0,0.79,73.0,164.0,237.0,225.0,82.0,63.0,129.0,110.0,1082.0,0.0
2013,16,2997,MIA,Miami Heat,Dwyane Wade,1982-01-17,31.0,NBA,SG,69.0,69.0,2391.0,569.0,1093.0,0.52,17.0,66.0,0.26,552.0,1027.0,0.54,0.53,308.0,425.0,0.72,86.0,258.0,344.0,352.0,128.0,56.0,194.0,140.0,1463.0,0.0
