SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,21,OKC,Shai Gilgeous-Alexander,21,7,7,279,39,90,0.43,14,35,0.4,25,55,0.46,0.51,22,23,0.96,3,34,37,29,7,3,15,17,114
2020,21,OKC,Chris Paul,34,7,7,261,55,112,0.49,16,43,0.37,39,69,0.56,0.56,23,26,0.88,3,49,52,37,11,3,23,18,149
2020,21,OKC,Dennis SchrAder,26,7,0,227,44,109,0.4,13,45,0.29,31,64,0.48,0.46,20,25,0.8,2,24,26,25,4,1,17,15,121
2020,21,OKC,Danilo Gallinari,31,7,7,212,32,79,0.4,12,37,0.32,20,42,0.48,0.48,29,30,0.97,5,33,38,7,5,1,15,11,105
2020,21,OKC,Steven Adams,26,7,7,210,31,52,0.6,0,1,0.0,31,51,0.61,0.6,9,20,0.45,34,47,81,9,4,2,16,10,71
2020,21,OKC,Luguentz Dort,20,6,6,175,27,76,0.36,13,50,0.26,14,26,0.54,0.44,8,15,0.53,5,17,22,6,2,6,15,25,75
2020,21,OKC,Darius Bazley,19,7,0,126,13,31,0.42,11,22,0.5,2,9,0.22,0.6,9,10,0.9,2,45,47,6,0,3,6,2,46
2020,21,OKC,Nerlens Noel,25,7,0,97,8,17,0.47,0,1,0.0,8,16,0.5,0.47,5,10,0.5,5,24,29,3,2,5,2,15,21
2020,21,OKC,Terrance Ferguson,21,4,1,42,2,11,0.18,2,10,0.2,0,1,0.0,0.27,0,0,,1,3,4,1,1,0,1,3,6
2020,21,OKC,Hamidou Diallo,21,3,0,25,4,11,0.36,1,5,0.2,3,6,0.5,0.41,4,7,0.57,2,4,6,1,0,2,2,0,13
2020,21,OKC,Abdel Nader,26,3,0,25,1,7,0.14,1,5,0.2,0,2,0.0,0.21,1,2,0.5,1,2,3,0,1,2,0,1,4
2020,21,OKC,Mike Muscala,28,2,0,20,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,,0,4,4,1,0,0,0,2,3
2020,21,OKC,Andre Roberson,28,1,0,3,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,0,0,0,1,0
2020,21,OKC,Deonte Burton,26,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
