Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1996,24,476,PHO,Phoenix Suns,21.0,NBA,SG,60.0,590.0,10.5,0.49,0.19,0.28,5.4,14.5,10.0,11.4,0.9,0.6,14.1,21.4,,-0.1,0.3,0.3,0.02,,-3.4,-1.8,-5.2,-0.5
1997,18,476,MIN,Minnesota Timberwolves,22.0,NBA,SG,55.0,830.0,13.3,0.56,0.32,0.27,4.4,11.6,8.0,9.8,1.5,0.9,10.9,18.8,,1.0,0.6,1.7,0.1,,-0.6,-0.3,-0.9,0.2
1998,18,476,MIN,Minnesota Timberwolves,23.0,NBA,SG,51.0,1165.0,11.6,0.51,0.28,0.22,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,,0.7,0.4,1.1,0.05,,-1.3,-1.8,-3.1,-0.3
1999,31,476,TOT,Total After Trade,24.0,NBA,SG,39.0,445.0,11.8,0.46,0.37,0.2,5.4,12.7,8.8,9.4,0.9,0.3,11.2,24.8,,0.0,0.2,0.2,0.03,,-0.6,-2.7,-3.2,-0.1
1999,18,476,MIN,Minnesota Timberwolves,24.0,NBA,SG,11.0,81.0,6.5,0.41,0.35,0.15,0.0,18.0,8.3,13.2,0.7,0.9,12.6,17.2,,-0.1,0.1,0.0,-0.0,,-5.2,-0.3,-5.5,-0.1
1999,3,476,NJN,New Jersey Nets,24.0,NBA,SG,28.0,364.0,13.0,0.47,0.37,0.2,6.6,11.6,9.0,8.5,1.0,0.2,11.0,26.5,,0.1,0.1,0.2,0.03,,0.4,-3.2,-2.7,-0.1
2001,2,476,BOS,Boston Celtics,26.0,NBA,SG,35.0,309.0,16.3,0.61,0.33,0.54,4.0,13.0,8.3,6.7,0.7,0.7,12.1,23.1,,0.8,0.2,0.9,0.14,,0.8,-1.8,-1.1,0.1
