SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,30,WAS,Antonio Daniels,31,4,4,176,17,38,0.45,1,5,0.2,16,33,0.48,0.46,18,21,0.86,2,16,18,47,5,1,7,4,53
2007,30,WAS,Antawn Jamison,30,4,4,173,49,103,0.48,9,26,0.35,40,77,0.52,0.52,21,28,0.75,13,26,39,5,2,4,7,13,128
2007,30,WAS,Jarvis Hayes,25,4,4,139,15,46,0.33,7,19,0.37,8,27,0.3,0.4,6,7,0.86,4,10,14,4,2,1,0,12,43
2007,30,WAS,DeShawn Stevenson,25,4,4,122,9,46,0.2,3,19,0.16,6,27,0.22,0.23,3,7,0.43,2,8,10,7,2,3,3,4,24
2007,30,WAS,Darius Songaila,28,4,0,90,20,41,0.49,0,2,0.0,20,39,0.51,0.49,3,3,1.0,5,8,13,4,3,0,4,17,43
2007,30,WAS,Etan Thomas,28,4,4,84,7,17,0.41,0,0,,7,17,0.41,0.41,6,9,0.67,2,20,22,1,2,3,6,9,20
2007,30,WAS,Roger Mason,26,4,0,56,7,16,0.44,5,10,0.5,2,6,0.33,0.59,5,6,0.83,0,2,2,1,1,0,3,10,24
2007,30,WAS,Brendan Haywood,27,3,0,34,5,7,0.71,0,0,,5,7,0.71,0.71,3,4,0.75,3,2,5,1,1,0,1,7,13
2007,30,WAS,Michael Ruffin,30,4,0,28,1,3,0.33,0,1,0.0,1,2,0.5,0.33,0,0,,5,4,9,0,3,0,0,2,2
2007,30,WAS,Andray Blatche,20,2,0,25,4,6,0.67,0,0,,4,6,0.67,0.67,1,1,1.0,3,4,7,0,0,0,1,2,9
2007,30,WAS,Calvin Booth,30,1,0,18,2,3,0.67,0,0,,2,3,0.67,0.67,0,0,,2,2,4,1,1,0,1,3,4
2007,30,WAS,Donell Taylor,24,2,0,17,1,6,0.17,0,0,,1,6,0.17,0.17,1,1,1.0,0,3,3,4,0,0,2,2,3
