Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
875,88.0,3.0,260.0,2.75,10.38,0.27,0.73,4.58,0.16,2.02,5.8,0.35,1.1,1.3,0.85,0.68,2.25,2.88,2.38,0.7,0.62,1.58,3.0,7.3
