Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,5,2149,CHI,Charlotte Bobcats,25.0,NBA,SF,81.0,1892.0,10.1,0.48,0.16,0.37,4.1,18.6,11.4,10.9,1.0,1.3,16.2,19.7,,-0.9,3.3,2.5,0.06,,-3.2,1.1,-2.0,0.0
2006,5,2149,CHI,Charlotte Bobcats,26.0,NBA,PF,82.0,2239.0,16.1,0.57,0.29,0.29,4.6,21.0,12.8,9.0,0.9,1.8,11.3,21.3,,3.3,3.4,6.7,0.14,,0.8,0.9,1.7,2.1
2007,5,2149,CHI,Charlotte Bobcats,27.0,NBA,PF,53.0,1406.0,15.6,0.58,0.36,0.25,3.4,20.9,12.2,7.0,1.0,1.3,13.8,23.8,,1.4,2.6,4.1,0.14,,0.2,0.6,0.8,1.0
2008,5,2149,CHI,Charlotte Bobcats,28.0,NBA,SF,82.0,2021.0,13.6,0.55,0.4,0.28,2.6,17.0,9.5,8.3,0.6,1.7,11.9,24.5,,1.5,1.8,3.3,0.08,,-0.2,-0.7,-0.8,0.6
2009,31,2149,TOT,Total After Trade,29.0,NBA,"PF,SF",76.0,1991.0,12.2,0.56,0.44,0.26,3.1,17.8,10.5,8.3,1.0,1.2,12.6,20.1,,1.4,1.4,2.8,0.07,,-1.0,-0.9,-1.9,0.0
2009,5,2149,CHI,Charlotte Bobcats,29.0,NBA,PF,53.0,1278.0,11.4,0.55,0.46,0.28,3.1,16.8,9.9,7.4,1.0,0.9,12.7,20.1,,0.8,1.1,1.9,0.07,,-1.5,-0.6,-2.1,0.0
2009,26,2149,SAC,Sacramento Kings,29.0,NBA,SF,23.0,713.0,13.6,0.57,0.4,0.23,3.3,19.6,11.4,9.9,0.9,1.8,12.6,20.0,,0.6,0.3,0.9,0.06,,-0.2,-1.5,-1.7,0.1
2010,26,2149,SAC,Sacramento Kings,30.0,NBA,SF,75.0,1477.0,11.1,0.5,0.42,0.17,2.5,14.9,8.6,8.0,1.1,1.3,9.6,20.9,,0.4,1.0,1.3,0.04,,-1.3,-1.1,-2.4,-0.1
2011,23,2149,PHI,Philadelphia 76Ers,31.0,NBA,SF,54.0,931.0,10.1,0.54,0.43,0.22,2.4,18.6,10.5,7.4,0.8,1.2,13.4,17.4,,0.2,1.1,1.3,0.07,,-2.2,-0.3,-2.5,-0.1
2012,23,2149,PHI,Philadelphia 76Ers,32.0,NBA,SF,11.0,56.0,1.8,0.34,0.3,0.55,2.0,25.9,13.9,2.6,1.0,1.3,16.8,25.0,,-0.3,0.1,-0.2,-0.14,,-10.7,-2.3,-12.9,-0.2
