Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,31,680,TOT,Total After Trade,24.0,NBA,PG,18.0,268.0,14.1,0.59,0.02,0.25,1.8,5.4,3.7,25.9,2.3,0.2,16.7,13.3,0.5,0.1,0.6,0.11,-0.6,-0.1,-0.7,0.1
1980,12,680,IND,Indiana Pacers,24.0,NBA,PG,5.0,43.0,3.9,0.4,0.0,0.57,0.0,5.0,2.4,13.4,3.2,0.0,25.5,10.6,0.0,0.0,0.0,-0.01,-4.8,0.2,-4.5,0.0
1980,29,680,UTA,Utah Jazz,24.0,NBA,PG,13.0,225.0,16.0,0.62,0.02,0.21,2.2,5.5,3.9,28.3,2.2,0.3,15.2,13.8,0.6,0.0,0.6,0.13,0.2,-0.2,0.0,0.2
1981,7,680,DAL,Dallas Mavericks,25.0,NBA,PG,56.0,1686.0,16.4,0.63,0.04,0.5,1.9,8.5,5.1,33.9,1.5,0.4,19.8,15.4,3.8,0.4,4.2,0.12,1.4,-0.9,0.5,1.1
1982,7,680,DAL,Dallas Mavericks,26.0,NBA,PG,82.0,2614.0,14.5,0.57,0.06,0.3,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,4.4,1.0,5.4,0.1,0.6,-0.8,-0.2,1.2
1983,7,680,DAL,Dallas Mavericks,27.0,NBA,PG,79.0,2323.0,17.9,0.63,0.07,0.35,1.5,7.7,4.6,31.3,1.6,0.3,16.5,14.8,6.8,0.5,7.3,0.15,2.8,-0.8,2.0,2.3
1984,7,680,DAL,Dallas Mavericks,28.0,NBA,PG,81.0,2665.0,14.4,0.59,0.06,0.37,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,0.11,0.3,-0.5,-0.2,1.2
1985,7,680,DAL,Dallas Mavericks,29.0,NBA,PG,82.0,2539.0,15.2,0.6,0.19,0.29,1.7,7.1,4.3,29.5,1.7,0.2,15.1,13.4,5.7,1.7,7.4,0.14,1.1,-0.1,1.0,1.9
1986,7,680,DAL,Dallas Mavericks,30.0,NBA,PG,82.0,1971.0,16.9,0.63,0.18,0.45,1.5,6.6,4.1,30.3,1.4,0.4,15.4,14.7,5.7,0.5,6.2,0.15,2.4,-0.9,1.5,1.8
1987,7,680,DAL,Dallas Mavericks,31.0,NBA,PG,82.0,1582.0,14.5,0.56,0.24,0.39,1.9,5.8,3.9,30.3,1.9,0.4,18.2,16.1,2.8,1.1,3.9,0.12,0.8,-0.3,0.5,1.0
1988,7,680,DAL,Dallas Mavericks,32.0,NBA,PG,75.0,1480.0,14.5,0.58,0.18,0.26,1.3,6.1,3.7,28.3,1.7,0.7,16.4,15.5,2.9,1.1,4.0,0.13,0.6,0.3,0.8,1.1
1989,7,680,DAL,Dallas Mavericks,33.0,NBA,PG,78.0,1395.0,13.3,0.57,0.27,0.32,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,1.8,1.0,2.7,0.09,-0.7,0.0,-0.7,0.4
1990,7,680,DAL,Dallas Mavericks,34.0,NBA,PG,73.0,1292.0,13.7,0.57,0.28,0.27,1.1,7.0,4.1,27.6,1.8,0.4,17.4,16.8,1.8,1.1,2.9,0.11,-0.4,0.2,-0.1,0.6
1991,7,680,DAL,Dallas Mavericks,35.0,NBA,PG,80.0,1426.0,10.3,0.51,0.23,0.32,1.0,8.4,4.7,22.8,1.6,0.7,15.3,15.6,0.8,0.8,1.6,0.05,-3.0,0.1,-2.9,-0.3
1992,7,680,DAL,Dallas Mavericks,36.0,NBA,PG,33.0,429.0,7.2,0.5,0.21,0.17,1.0,7.4,4.1,21.9,1.3,0.4,22.6,12.0,-0.1,0.2,0.1,0.01,-5.4,-0.5,-5.9,-0.4
