Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,23,PHI,Philadelphia 76Ers,Maurice Cheeks,29,12,519,16.9,0.58,0.04,0.4,3.0,9.3,6.2,24.4,1.2,0.3,13.0,19.5,1.2,0.5,1.6,0.15,2.8,-1.3,1.5,0.5
1986,23,PHI,Philadelphia 76Ers,Charles Barkley,22,12,497,23.8,0.63,0.08,0.73,14.2,29.0,21.8,21.0,2.7,1.8,21.5,25.0,0.9,1.0,2.0,0.19,4.7,2.5,7.2,1.2
1986,23,PHI,Philadelphia 76Ers,Julius Erving,35,12,433,14.1,0.51,0.06,0.36,7.1,11.4,9.3,17.4,1.2,2.2,15.8,23.5,0.1,0.5,0.6,0.07,1.0,-0.9,0.1,0.2
1986,23,PHI,Philadelphia 76Ers,Bobby Jones,34,12,329,13.0,0.6,0.01,0.68,3.2,7.8,5.6,14.1,1.5,2.5,13.5,13.9,0.6,0.4,0.9,0.14,0.7,1.7,2.3,0.4
1986,23,PHI,Philadelphia 76Ers,Sedale Threatt,24,12,312,15.9,0.51,0.01,0.23,2.3,6.8,4.6,21.1,3.6,0.4,8.7,22.7,0.4,0.4,0.8,0.13,-0.6,1.9,1.3,0.3
1986,23,PHI,Philadelphia 76Ers,Clemon Johnson,29,12,303,11.1,0.58,0.0,0.47,8.9,13.7,11.4,3.5,1.8,3.0,13.5,10.0,0.3,0.4,0.7,0.11,-0.9,0.9,0.0,0.2
1986,23,PHI,Philadelphia 76Ers,Terry Catledge,22,11,293,10.1,0.43,0.0,0.32,14.9,14.5,14.7,2.5,1.0,1.6,9.5,20.7,-0.1,0.3,0.2,0.04,-2.7,-3.0,-5.7,-0.3
1986,23,PHI,Philadelphia 76Ers,Greg Stokes,22,7,90,7.6,0.4,0.0,0.46,7.9,8.7,8.3,5.8,1.1,4.0,10.6,17.2,0.0,0.1,0.1,0.03,-4.0,-0.8,-4.8,-0.1
1986,23,PHI,Philadelphia 76Ers,Bob McAdoo,34,5,73,26.2,0.63,0.0,0.44,12.9,9.2,11.0,4.7,2.7,4.1,4.4,25.4,0.3,0.1,0.5,0.3,5.1,1.8,6.9,0.2
1986,23,PHI,Philadelphia 76Ers,Perry Moss,27,7,28,-5.2,0.3,0.12,0.12,0.0,12.0,6.1,9.1,0.0,2.1,32.2,18.3,-0.1,0.0,-0.1,-0.2,-12.2,-3.1,-15.4,-0.1
1986,23,PHI,Philadelphia 76Ers,Michael Young,25,3,3,3.1,0.25,0.0,0.0,39.3,0.0,19.1,0.0,0.0,0.0,0.0,54.8,0.0,0.0,0.0,-0.32,-10.5,-17.4,-28.0,0.0
