Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,9,DET,Detroit Pistons,Kelly Tripucka,26,4,175,11.5,0.54,0.0,0.32,5.8,8.7,7.2,7.0,0.8,0.7,16.5,22.0,0.0,0.1,0.1,0.02,-0.2,-1.7,-1.9,0.0
1986,9,DET,Detroit Pistons,Bill Laimbeer,28,4,168,17.6,0.58,0.02,0.34,12.1,25.2,18.2,0.8,0.6,1.0,9.3,20.3,0.4,0.1,0.5,0.14,2.1,-1.4,0.7,0.1
1986,9,DET,Detroit Pistons,Isiah Thomas,24,4,163,21.1,0.5,0.06,0.4,5.0,10.1,7.4,43.7,2.6,1.1,13.7,30.2,0.2,0.1,0.3,0.09,5.7,1.2,6.9,0.4
1986,9,DET,Detroit Pistons,Joe Dumars,22,4,147,15.2,0.63,0.0,0.37,4.2,5.6,4.8,22.5,1.3,0.0,12.8,14.7,0.3,0.0,0.4,0.13,2.3,1.1,3.5,0.2
1986,9,DET,Detroit Pistons,Earl Cureton,28,4,126,10.9,0.52,0.03,0.26,9.7,16.8,13.0,9.0,1.1,0.0,12.7,12.4,0.1,0.1,0.1,0.06,0.0,0.0,0.0,0.1
1986,9,DET,Detroit Pistons,Vinnie Johnson,29,4,85,16.4,0.47,0.02,0.26,9.6,12.4,10.9,19.4,1.7,0.0,8.4,27.9,0.0,0.0,0.1,0.04,1.3,-1.5,-0.2,0.0
1986,9,DET,Detroit Pistons,Rick Mahorn,27,4,61,2.1,0.43,0.0,0.15,5.0,17.3,10.7,0.0,0.8,0.0,17.8,11.0,-0.1,0.0,0.0,-0.02,-7.1,-0.9,-7.9,-0.1
1986,9,DET,Detroit Pistons,Kent Benson,31,4,55,3.7,0.4,0.0,0.0,5.6,21.4,12.9,0.0,0.0,2.1,9.1,7.9,0.0,0.0,0.0,0.01,-5.2,-0.8,-6.0,-0.1
1986,9,DET,Detroit Pistons,Tony Campbell,23,2,16,2.4,0.41,0.0,0.2,0.0,14.7,6.8,0.0,0.0,0.0,8.4,29.5,0.0,0.0,0.0,-0.12,-10.0,-5.1,-15.1,-0.1
1986,9,DET,Detroit Pistons,John Long,29,1,13,9.5,0.55,0.0,0.6,0.0,9.0,4.2,0.0,3.7,0.0,24.0,25.4,0.0,0.0,0.0,-0.03,-3.4,-0.8,-4.3,0.0
1986,9,DET,Detroit Pistons,Chuck Nevitt,26,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.01,-1.6,-2.6,-4.2,0.0
