OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
2017,29,UTA,82,19755,39.5,89.2,0.44,8.9,24.9,0.36,30.6,64.3,0.48,17.4,22.6,0.77,9.8,33.9,43.7,19.4,7.9,4.1,13.2,22.0,105.3
2017,27,SAS,82,19805,39.0,88.0,0.44,8.6,25.0,0.34,30.4,63.0,0.48,16.9,21.9,0.77,10.3,33.4,43.7,22.6,7.9,4.3,15.2,20.9,103.5
2017,15,MEM,82,19905,37.4,84.5,0.44,10.6,30.0,0.35,26.8,54.4,0.49,21.7,28.8,0.75,9.9,35.2,45.1,21.5,7.5,5.4,15.3,22.3,107.1
2017,7,DAL,82,19780,39.9,85.2,0.47,10.4,27.3,0.38,29.6,57.9,0.51,18.6,24.0,0.77,9.6,38.5,48.0,22.9,7.0,3.7,16.1,20.9,108.8
2017,16,MIA,82,19780,39.6,88.0,0.45,8.1,23.8,0.34,31.5,64.2,0.49,19.3,24.7,0.78,10.7,34.9,45.5,20.5,7.1,5.1,14.3,19.5,106.7
2017,5,CHI,82,19780,41.2,90.4,0.46,9.3,27.0,0.34,31.9,63.4,0.5,15.2,19.8,0.77,10.7,34.4,45.1,24.7,7.7,4.8,14.0,19.6,107.0
2017,9,DET,82,19805,40.1,87.1,0.46,9.8,26.8,0.37,30.3,60.4,0.5,17.2,22.0,0.78,8.4,36.5,44.9,24.6,7.0,4.3,13.3,18.3,107.1
2017,28,TOR,82,19780,39.1,87.1,0.45,10.2,28.7,0.35,28.9,58.4,0.5,19.5,25.0,0.78,10.6,33.6,44.2,22.9,7.0,5.0,15.4,21.3,107.8
2017,17,MIL,82,19780,40.0,87.3,0.46,10.5,29.7,0.35,29.5,57.6,0.51,18.8,24.4,0.77,10.8,33.8,44.7,25.3,7.8,4.8,15.5,20.3,109.3
2017,1,ALT,82,19880,39.4,88.7,0.44,11.1,31.0,0.36,28.3,57.7,0.49,15.9,20.6,0.77,10.9,33.7,44.6,23.8,9.1,5.3,15.6,21.9,105.7
2017,10,GSW,82,19780,38.7,88.9,0.44,9.0,27.7,0.32,29.7,61.2,0.48,17.6,23.2,0.76,11.7,31.7,43.4,22.6,8.6,3.8,15.5,19.3,104.0
2017,13,LAC,82,19755,40.0,88.5,0.45,9.5,27.2,0.35,30.5,61.3,0.5,18.7,24.2,0.77,10.6,34.1,44.7,23.9,7.3,3.3,13.7,23.2,108.2
2017,4,CHO,82,19830,40.9,89.7,0.46,12.0,32.6,0.37,28.9,57.1,0.51,14.7,18.9,0.78,9.3,36.8,46.1,25.4,6.8,5.7,13.5,20.6,108.6
2017,12,IND,82,19855,39.3,87.1,0.45,10.7,30.1,0.36,28.6,57.0,0.5,19.6,24.9,0.79,11.1,34.7,45.7,23.1,8.3,5.1,15.4,20.2,108.8
2017,2,BOS,82,19755,39.8,88.3,0.45,9.2,27.8,0.33,30.5,60.5,0.5,19.7,25.6,0.77,11.1,34.8,45.8,23.2,7.8,5.3,14.3,20.9,108.4
2017,21,OKC,82,19805,39.8,86.7,0.46,9.0,25.2,0.36,30.9,61.5,0.5,18.9,24.7,0.76,9.3,32.0,41.3,21.8,8.6,5.6,14.0,21.0,107.5
2017,19,NOP,82,19905,40.4,89.8,0.45,10.6,30.1,0.35,29.8,59.7,0.5,15.9,20.9,0.76,10.7,38.0,48.7,23.6,7.4,4.3,14.1,19.4,107.4
