OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1997,6,CLE,82,19855,36.3,82.2,0.44,6.7,17.9,0.37,29.6,64.3,0.46,23.1,31.2,0.74,12.3,31.9,44.2,24.0,8.0,5.1,19.4,25.5,102.4
1997,9,DET,82,19830,39.6,89.2,0.44,7.6,20.5,0.37,32.1,68.7,0.47,17.6,23.9,0.74,13.8,32.4,46.2,25.7,7.0,4.0,17.1,25.5,104.4
1997,16,MIA,82,19805,36.9,85.5,0.43,5.6,15.6,0.36,31.3,69.9,0.45,21.2,28.9,0.73,13.7,31.9,45.6,20.8,8.9,5.4,18.2,25.1,100.6
1997,1,ALT,82,19805,39.1,90.0,0.44,6.8,19.5,0.35,32.4,70.5,0.46,17.2,23.4,0.74,14.6,31.1,45.6,23.2,8.4,4.6,17.7,24.4,102.3
1997,20,NYK,82,19855,35.6,83.7,0.42,6.4,18.3,0.35,29.2,65.4,0.45,23.4,31.9,0.73,12.2,29.6,41.8,21.2,9.7,3.9,17.8,25.1,101.0
1997,5,CHI,82,19730,39.2,89.9,0.44,6.4,19.0,0.34,32.8,70.9,0.46,17.6,23.9,0.74,14.7,29.8,44.5,21.9,8.4,3.9,17.5,23.4,102.4
1997,21,SEA,82,19780,37.1,84.1,0.44,8.2,22.1,0.37,28.8,62.0,0.46,20.3,27.4,0.74,13.6,30.3,43.9,23.5,8.5,5.7,20.6,25.9,102.7
1997,29,UTA,82,19830,36.4,83.2,0.44,7.0,19.9,0.35,29.4,63.3,0.46,24.1,32.2,0.75,12.9,28.2,41.1,21.4,8.6,5.0,17.9,27.5,104.0
1997,12,IND,82,19930,37.9,86.0,0.44,6.8,19.5,0.35,31.1,66.5,0.47,22.2,29.5,0.75,13.6,30.6,44.2,23.5,9.4,5.7,17.4,26.4,104.7
1997,22,ORL,82,19855,40.6,88.3,0.46,6.2,18.2,0.34,34.4,70.1,0.49,18.6,25.4,0.73,14.8,32.8,47.6,24.6,9.6,5.7,18.0,24.2,106.0
1997,25,POR,82,19855,37.2,85.4,0.44,6.1,17.0,0.36,31.1,68.4,0.46,22.9,30.9,0.74,12.7,29.2,41.9,22.6,8.7,5.7,16.5,25.1,103.3
1997,14,LAL,82,19930,38.6,87.5,0.44,6.3,18.2,0.35,32.3,69.2,0.47,20.2,28.1,0.72,14.7,31.3,46.0,24.8,8.2,5.1,17.7,25.6,103.7
1997,11,HOU,82,19855,40.0,90.3,0.44,6.8,20.4,0.34,33.1,69.9,0.47,17.2,23.6,0.73,13.6,30.8,44.3,24.2,9.6,4.8,15.5,22.9,104.0
1997,7,DAL,82,19805,40.4,88.1,0.46,7.3,19.7,0.37,33.0,68.4,0.48,20.2,26.9,0.75,14.9,33.0,48.0,24.4,9.4,5.9,17.5,23.4,108.2
1997,4,CHO,82,19805,41.8,91.0,0.46,6.7,18.7,0.36,35.2,72.3,0.49,18.6,25.4,0.73,14.7,30.9,45.6,24.4,7.3,4.6,15.6,24.4,108.9
1997,17,MIL,82,19730,40.7,86.3,0.47,5.0,14.7,0.34,35.7,71.7,0.5,21.8,29.8,0.73,13.2,30.7,43.9,24.7,9.3,5.3,16.3,24.1,108.3
1997,18,MIN,82,19780,39.4,87.5,0.45,6.2,17.3,0.36,33.2,70.2,0.47,22.0,29.2,0.75,14.3,31.6,45.9,23.9,8.8,6.0,17.2,24.5,107.1
1997,30,WAB,82,19855,39.4,86.9,0.45,6.4,17.4,0.37,33.0,69.5,0.47,19.6,26.2,0.75,13.4,30.6,44.0,21.9,8.7,4.4,17.7,23.2,104.9
1997,27,SAS,82,19730,41.8,88.9,0.47,7.7,19.9,0.39,34.1,69.0,0.5,21.0,28.4,0.74,14.6,32.1,46.7,27.2,9.3,6.2,16.4,22.9,112.3
1997,28,TOR,82,19830,39.7,85.4,0.46,6.6,19.1,0.35,33.1,66.3,0.5,22.0,30.4,0.72,13.8,31.4,45.2,26.3,9.0,5.9,17.9,24.0,108.0
1997,15,VAN,82,19780,42.4,89.9,0.47,6.9,18.8,0.36,35.6,71.2,0.5,20.1,27.7,0.73,16.5,33.3,49.8,27.1,9.9,6.3,17.2,21.9,111.8
1997,13,LAC,82,19930,39.2,85.0,0.46,6.3,17.7,0.36,32.9,67.2,0.49,22.8,30.5,0.75,13.9,32.3,46.2,21.8,9.7,5.5,18.1,24.5,107.6
1997,26,SAC,82,19855,40.0,86.6,0.46,5.9,16.7,0.35,34.1,69.9,0.49,22.9,31.0,0.74,14.1,31.1,45.2,23.6,9.5,5.7,16.7,23.8,108.7
1997,3,NJN,82,19780,40.7,87.8,0.46,6.8,18.4,0.37,33.9,69.4,0.49,21.4,28.7,0.74,14.0,32.4,46.4,25.3,8.9,6.8,16.5,23.4,109.7
1997,24,PHO,82,19855,41.3,88.4,0.47,7.1,19.2,0.37,34.2,69.2,0.49,19.0,25.7,0.74,13.6,31.9,45.5,25.9,8.6,4.8,16.8,23.9,108.6
1997,8,DEN,82,19930,43.0,92.0,0.47,6.3,16.1,0.39,36.7,76.0,0.48,19.0,25.3,0.75,14.2,32.0,46.2,24.1,9.4,5.9,13.8,22.5,111.2
1997,10,GSW,82,19905,42.0,88.3,0.48,7.6,20.4,0.37,34.3,67.9,0.51,20.7,27.6,0.75,14.3,29.8,44.1,28.3,10.8,5.2,16.9,24.7,112.2
1997,23,PHI,82,19780,42.2,89.7,0.47,7.1,19.5,0.36,35.1,70.2,0.5,19.9,27.2,0.73,15.1,31.2,46.3,26.3,10.5,6.3,16.3,25.6,111.4
1997,2,BOS,82,19905,42.4,84.3,0.5,6.2,17.0,0.36,36.2,67.3,0.54,20.5,28.4,0.72,12.7,33.1,45.7,26.8,9.1,7.0,18.2,23.0,111.4
