Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",22.0,NBA,C,82.0,82.0,35.5,8.3,15.3,0.54,0.0,0.0,,8.3,15.3,0.54,0.54,4.1,6.7,0.61,5.4,6.5,11.9,1.4,1.2,2.7,2.9,4.2,20.6
1986,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",23.0,NBA,C,68.0,68.0,36.3,9.2,17.5,0.53,0.0,0.0,,9.2,17.5,0.53,0.53,5.1,7.9,0.64,4.9,6.6,11.5,2.0,2.0,3.4,2.9,4.0,23.5
1987,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",24.0,NBA,C,75.0,75.0,36.8,9.0,17.8,0.51,0.0,0.1,0.2,9.0,17.7,0.51,0.51,5.3,7.6,0.7,4.2,7.2,11.4,2.9,1.9,3.4,3.0,3.9,23.4
1988,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",25.0,NBA,C,79.0,79.0,35.8,9.0,17.5,0.51,0.0,0.1,0.0,9.0,17.5,0.52,0.51,4.8,6.9,0.7,3.8,8.3,12.1,2.1,2.1,2.7,3.1,4.1,22.8
1989,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",26.0,NBA,C,82.0,82.0,36.9,9.6,19.0,0.51,0.0,0.1,0.0,9.6,18.9,0.51,0.51,5.5,8.0,0.7,4.1,9.4,13.5,1.8,2.6,3.4,3.4,4.0,24.8
1990,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",27.0,NBA,C,82.0,82.0,38.1,9.8,19.6,0.5,0.0,0.1,0.17,9.8,19.5,0.5,0.5,4.7,6.5,0.71,3.6,10.4,14.0,2.9,2.1,4.6,3.9,3.8,24.3
1991,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",28.0,NBA,C,56.0,50.0,36.8,8.7,17.1,0.51,0.0,0.1,0.0,8.7,17.1,0.51,0.51,3.8,4.9,0.77,3.9,9.8,13.8,2.3,2.2,3.9,3.1,3.9,21.2
1992,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",29.0,NBA,C,70.0,69.0,37.7,8.4,16.8,0.5,0.0,0.0,0.0,8.4,16.8,0.5,0.5,4.7,6.1,0.77,3.5,8.6,12.1,2.2,1.8,4.3,2.7,3.8,21.6
1993,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",30.0,NBA,C,82.0,82.0,39.5,10.3,19.5,0.53,0.0,0.1,0.0,10.3,19.5,0.53,0.53,5.4,7.0,0.78,3.5,9.6,13.0,3.5,1.8,4.2,3.2,3.7,26.1
1994,11,2201,HOU,Houston Rockets,Hakeem Olajuwon,"January 21, 1963",31.0,NBA,C,80.0,80.0,41.0,11.2,21.2,0.53,0.1,0.2,0.42,11.1,20.9,0.53,0.53,4.9,6.8,0.72,2.9,9.1,11.9,3.6,1.6,3.7,3.4,3.6,27.3
