Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,1,744,ATL,Atlanta Hawks,Dan Dickau,1978-09-16,24.0,NBA,PG,50.0,515.0,9.9,0.5,0.36,0.15,2.1,7.2,4.8,28.3,1.4,0.3,22.6,20.9,-0.1,0.1,0.0,0.0,-2.7,-2.4,-5.1,-0.4
2004,31,744,TOT,Total After Trade,Dan Dickau,1978-09-16,25.0,NBA,PG,43.0,294.0,9.0,0.46,0.31,0.14,2.8,7.4,5.1,21.8,3.1,0.0,20.0,20.6,-0.2,0.2,0.0,-0.0,-3.8,0.4,-3.4,-0.1
2004,1,744,ATL,Atlanta Hawks,Dan Dickau,1978-09-16,25.0,NBA,PG,23.0,143.0,10.4,0.47,0.2,0.12,3.2,9.4,6.3,22.3,3.3,0.0,20.1,20.6,-0.1,0.1,0.0,0.01,-3.6,0.3,-3.3,0.0
2004,25,744,POR,Portland Trail Blazers,Dan Dickau,1978-09-16,25.0,NBA,PG,20.0,151.0,7.7,0.44,0.41,0.16,2.4,5.5,3.9,21.4,2.9,0.0,19.8,20.5,-0.1,0.1,0.0,-0.01,-4.0,0.4,-3.6,-0.1
2005,31,744,TOT,Total After Trade,Dan Dickau,1978-09-16,26.0,NBA,PG,71.0,2090.0,14.9,0.52,0.32,0.3,1.9,8.6,5.1,31.0,2.0,0.2,14.5,22.3,2.2,1.3,3.5,0.08,0.6,-0.6,0.0,1.1
2005,7,744,DAL,Dallas Mavericks,Dan Dickau,1978-09-16,26.0,NBA,PG,4.0,16.0,-4.6,0.27,0.38,0.38,0.0,6.8,3.5,8.8,0.0,0.0,9.7,28.9,-0.1,0.0,-0.1,-0.26,-9.2,-6.5,-15.7,-0.1
2005,19,744,NOH,New Orleans Hornets,Dan Dickau,1978-09-16,26.0,NBA,PG,67.0,2074.0,15.0,0.52,0.32,0.3,1.9,8.6,5.1,31.2,2.0,0.2,14.5,22.2,2.3,1.3,3.5,0.08,0.6,-0.5,0.1,1.1
2006,2,744,BOS,Boston Celtics,Dan Dickau,1978-09-16,27.0,NBA,PG,19.0,234.0,10.4,0.57,0.44,0.39,2.7,5.6,4.2,25.5,2.4,0.3,25.0,14.1,0.3,0.2,0.4,0.09,-2.6,0.2,-2.4,0.0
2007,25,744,POR,Portland Trail Blazers,Dan Dickau,1978-09-16,28.0,NBA,PG,50.0,444.0,12.2,0.48,0.4,0.35,1.9,10.3,6.0,26.3,1.7,0.2,13.4,21.3,0.3,0.2,0.4,0.05,-1.1,-1.1,-2.2,0.0
2008,13,744,LAC,Los Angeles Clippers,Dan Dickau,1978-09-16,29.0,NBA,PG,67.0,1040.0,12.5,0.53,0.36,0.28,1.4,9.4,5.4,27.9,1.6,0.2,14.2,17.2,0.9,0.6,1.5,0.07,-1.4,-0.4,-1.7,0.1
