Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2574,Admiral Schofield,"March 30, 1997",33,2,368.0,3.4,9.0,0.38,1.9,6.0,0.32,1.6,3.0,0.53,1.0,1.5,0.67,0.7,3.9,4.6,1.5,0.8,0.4,0.7,4.9,9.7
