Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1993,8,851,DEN,Denver Nuggets,22.0,NBA,PF,82.0,2749.0,16.6,0.55,0.01,0.33,10.5,18.2,14.3,8.2,1.3,2.4,12.2,18.5,,4.1,3.8,8.0,0.14,,0.4,0.4,0.8,2.0
1994,8,851,DEN,Denver Nuggets,23.0,NBA,PF,79.0,2699.0,15.9,0.54,0.02,0.37,9.4,18.4,14.0,10.0,1.2,1.9,13.3,20.4,,3.5,4.1,7.6,0.14,,0.2,0.4,0.6,1.8
1995,8,851,DEN,Denver Nuggets,24.0,NBA,PF,6.0,58.0,13.1,0.43,0.0,0.24,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,,0.0,0.1,0.0,0.03,,-4.9,0.5,-4.4,0.0
1996,8,851,DEN,Denver Nuggets,25.0,NBA,SF,45.0,1269.0,12.1,0.47,0.05,0.34,8.4,20.9,14.7,9.6,1.5,1.9,14.3,20.4,,-0.5,1.5,1.0,0.04,,-3.2,0.1,-3.1,-0.3
1997,8,851,DEN,Denver Nuggets,26.0,NBA,PF,55.0,2002.0,18.2,0.53,0.26,0.28,6.2,15.7,11.0,12.7,1.1,1.4,9.3,28.0,,2.7,0.9,3.6,0.09,,2.2,-1.7,0.5,1.3
1998,8,851,DEN,Denver Nuggets,27.0,NBA,SF,76.0,2575.0,14.4,0.48,0.2,0.25,6.5,18.8,12.5,15.9,1.4,1.4,13.4,22.9,,0.7,0.7,1.4,0.02,,-0.2,-2.0,-2.1,-0.1
1999,1,851,ATL,Atlanta Hawks,28.0,NBA,PF,20.0,539.0,11.8,0.47,0.03,0.32,5.5,18.1,11.8,6.8,0.8,1.0,13.6,21.9,,0.0,0.8,0.8,0.07,,-2.4,-0.2,-2.6,-0.1
2001,18,851,MIN,Minnesota Timberwolves,30.0,NBA,PF,82.0,1948.0,16.0,0.52,0.03,0.33,11.6,17.5,14.5,7.5,1.8,2.7,12.8,19.6,,2.9,2.3,5.2,0.13,,-0.9,-0.3,-1.2,0.4
2002,16,851,MIA,Miami Heat,31.0,NBA,SF,66.0,1684.0,9.1,0.48,0.27,0.19,7.5,12.4,10.0,5.6,1.0,1.7,13.0,15.9,,0.0,2.2,2.2,0.06,,-2.8,0.4,-2.4,-0.2
2003,16,851,MIA,Miami Heat,32.0,NBA,PF,55.0,784.0,11.0,0.48,0.41,0.25,6.3,17.1,11.6,3.5,1.0,1.5,9.6,19.3,,0.2,0.9,1.1,0.06,,-2.1,-0.6,-2.7,-0.1
