Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,10,GSW,Golden State Warriors,Purvis Short,26,79,76,37.3,9.0,19.1,0.47,0.3,0.9,0.31,8.8,18.2,0.48,0.48,4.5,5.6,0.79,2.3,3.2,5.5,3.1,1.3,0.1,2.9,3.2,22.8
1984,10,GSW,Golden State Warriors,Joe Barry Carroll,25,80,80,37.0,8.3,17.4,0.48,0.0,0.0,0.0,8.3,17.4,0.48,0.48,3.9,5.4,0.72,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5
1984,10,GSW,Golden State Warriors,Sleepy Floyd,23,77,73,33.2,6.3,13.6,0.46,0.1,0.6,0.18,6.2,13.0,0.48,0.47,4.1,5.0,0.82,1.1,2.4,3.5,3.5,1.3,0.4,2.5,2.8,16.8
1984,10,GSW,Golden State Warriors,Lester Conner,24,82,82,31.4,4.4,8.9,0.49,0.0,0.1,0.17,4.4,8.8,0.5,0.49,2.3,3.2,0.72,1.6,2.1,3.7,4.9,2.0,0.1,1.7,2.1,11.1
1984,10,GSW,Golden State Warriors,Larry Smith,26,75,63,27.9,3.3,5.8,0.56,0.0,0.0,,3.3,5.8,0.56,0.56,1.3,2.2,0.56,3.8,5.2,9.0,1.0,0.8,0.3,1.7,3.7,7.8
1984,10,GSW,Golden State Warriors,Mickey Johnson,31,78,25,27.2,4.6,10.9,0.42,0.1,0.4,0.17,4.5,10.6,0.43,0.42,4.3,5.5,0.78,2.5,4.1,6.6,2.8,1.3,0.4,2.8,3.7,13.6
1984,10,GSW,Golden State Warriors,Mike Bratz,28,82,0,17.4,2.6,6.4,0.41,0.2,0.6,0.29,2.4,5.7,0.42,0.42,1.5,1.7,0.88,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8
1984,10,GSW,Golden State Warriors,Ron Brewer,28,13,3,16.2,2.1,4.5,0.47,0.0,0.1,0.0,2.1,4.4,0.47,0.47,0.8,1.3,0.65,0.4,0.6,1.0,0.5,0.5,0.4,0.5,0.8,5.0
1984,10,GSW,Golden State Warriors,Don Collins,25,61,6,15.7,3.1,6.3,0.48,0.0,0.1,0.2,3.0,6.3,0.49,0.48,1.1,1.5,0.73,1.0,1.1,2.1,1.1,0.7,0.2,1.3,2.0,7.2
1984,10,GSW,Golden State Warriors,Darren Tillis,23,72,1,10.1,1.5,3.5,0.42,0.0,0.0,0.0,1.5,3.5,0.43,0.42,0.6,0.9,0.65,1.0,1.5,2.6,0.3,0.2,0.8,0.7,2.4,3.6
1984,10,GSW,Golden State Warriors,Sam Williams,24,7,0,8.4,1.6,3.7,0.42,0.0,0.0,,1.6,3.7,0.42,0.42,0.9,1.0,0.86,0.6,1.3,1.9,0.3,0.9,0.4,0.4,0.9,4.0
1984,10,GSW,Golden State Warriors,Pace Mannion,23,57,0,8.2,0.9,2.2,0.4,0.1,0.2,0.23,0.8,2.0,0.42,0.41,0.3,0.4,0.78,0.4,0.6,1.0,0.8,0.4,0.0,0.4,1.1,2.1
1984,10,GSW,Golden State Warriors,Russell Cross,22,45,0,7.9,1.4,2.5,0.57,0.0,0.0,,1.4,2.5,0.57,0.57,0.8,2.0,0.42,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7
1984,10,GSW,Golden State Warriors,Chris Engler,24,46,1,7.8,0.7,1.8,0.4,0.0,0.0,,0.7,1.8,0.4,0.4,0.3,0.5,0.61,0.6,1.5,2.1,0.2,0.2,0.1,0.5,1.5,1.7
1984,10,GSW,Golden State Warriors,Lorenzo Romar,25,3,0,5.0,0.7,1.7,0.4,0.0,0.3,0.0,0.7,1.3,0.5,0.4,0.7,1.3,0.5,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,2.0
