Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1984,3,NJN,New Jersey Nets,Buck Williams,23,81,81,37.1,6.1,11.4,0.54,0.0,0.0,0.0,6.1,11.4,0.54,0.54,3.5,6.1,0.57,4.4,8.0,12.3,1.6,1.0,1.5,2.9,3.7,15.7
1984,3,NJN,New Jersey Nets,Otis Birdsong,28,69,57,31.4,8.4,16.6,0.51,0.1,0.3,0.25,8.4,16.3,0.51,0.51,2.8,4.6,0.61,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8
1984,3,NJN,New Jersey Nets,Darryl Dawkins,27,81,80,29.8,6.3,10.6,0.59,0.0,0.1,0.4,6.2,10.5,0.59,0.59,4.2,5.7,0.74,2.0,4.7,6.7,1.5,0.7,1.7,2.9,4.8,16.8
1984,3,NJN,New Jersey Nets,Micheal Ray Richardson,28,48,25,26.8,5.1,11.0,0.46,0.3,1.2,0.24,4.8,9.8,0.49,0.47,1.6,2.3,0.7,1.2,2.4,3.6,4.5,2.1,0.4,2.5,3.3,12.0
1984,3,NJN,New Jersey Nets,Albert King,24,79,53,26.6,5.9,12.0,0.49,0.0,0.3,0.14,5.8,11.7,0.5,0.49,2.9,3.7,0.79,1.6,3.3,4.9,2.6,1.2,0.4,2.6,3.3,14.7
1984,3,NJN,New Jersey Nets,Kelvin Ransey,25,80,50,24.2,3.8,8.8,0.43,0.1,0.4,0.22,3.7,8.4,0.44,0.44,1.8,2.3,0.79,0.4,1.2,1.6,6.0,1.1,0.1,1.8,2.3,9.5
1984,3,NJN,New Jersey Nets,Darwin Cook,25,82,31,22.8,3.7,8.4,0.44,0.1,0.6,0.24,3.6,7.8,0.46,0.45,1.2,1.5,0.75,0.6,1.3,1.9,4.3,2.0,0.4,1.7,2.2,8.7
1984,3,NJN,New Jersey Nets,Mike Gminski,24,82,2,20.2,2.9,5.6,0.51,0.0,0.0,0.0,2.9,5.6,0.52,0.51,1.8,2.2,0.8,2.0,3.3,5.3,1.1,0.5,0.9,1.5,2.0,7.6
1984,3,NJN,New Jersey Nets,Mike O'Koren,25,73,25,16.3,2.5,5.3,0.48,0.1,0.4,0.18,2.5,4.9,0.51,0.49,0.7,1.2,0.61,1.0,1.4,2.4,1.3,0.5,0.2,1.0,2.0,5.9
1984,3,NJN,New Jersey Nets,Bill Willoughby,26,67,2,14.0,1.9,3.9,0.48,0.0,0.1,0.0,1.9,3.7,0.49,0.48,0.8,0.9,0.87,1.1,1.8,2.9,0.8,0.3,0.4,0.8,1.6,4.5
1984,3,NJN,New Jersey Nets,Reggie Johnson,26,72,4,11.4,1.8,3.6,0.5,0.0,0.0,0.0,1.8,3.5,0.5,0.5,1.3,1.8,0.73,0.7,1.2,1.9,0.6,0.3,0.3,0.8,2.0,4.8
1984,3,NJN,New Jersey Nets,Foots Walker,32,34,0,11.1,0.9,2.6,0.36,0.1,0.1,0.4,0.9,2.5,0.35,0.37,0.7,0.8,0.89,0.2,0.7,0.9,2.4,0.6,0.1,0.9,1.1,2.6
1984,3,NJN,New Jersey Nets,Bruce Kuczenski,22,7,0,4.0,0.6,1.7,0.33,0.0,0.0,,0.6,1.7,0.33,0.33,0.4,0.9,0.5,0.4,0.7,1.1,0.6,0.0,0.0,0.3,0.4,1.6
1984,3,NJN,New Jersey Nets,Mark Jones,22,6,0,2.7,0.5,1.0,0.5,0.0,0.2,0.0,0.5,0.8,0.6,0.5,0.2,0.3,0.5,0.3,0.0,0.3,0.8,0.0,0.0,0.3,0.3,1.2
