Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2008,6,CLE,Cleveland Cavaliers,LeBron James,23,75,74,3027,14.0,28.9,0.48,2.0,6.3,0.32,12.0,22.6,0.53,9.7,13.6,0.71,2.3,8.1,10.4,9.5,2.4,1.4,4.5,2.9,39.6,116,104,1428
2008,6,CLE,Cleveland Cavaliers,Zydrunas Ilgauskas,32,73,73,2222,10.0,21.1,0.47,0.0,0.0,0.0,10.0,21.0,0.48,4.7,5.8,0.8,6.3,10.0,16.3,2.5,0.8,2.9,3.2,5.9,24.7,108,104,1377
2008,6,CLE,Cleveland Cavaliers,Daniel Gibson,21,58,26,1765,6.1,14.0,0.43,3.6,8.1,0.44,2.5,5.9,0.42,2.6,3.2,0.81,0.9,3.1,4.0,4.4,1.4,0.4,2.3,4.9,18.3,116,110,1026
2008,6,CLE,Cleveland Cavaliers,Devin Brown,29,78,20,1762,6.6,16.0,0.41,1.4,4.4,0.31,5.2,11.6,0.45,3.2,4.3,0.75,2.0,6.0,7.9,5.3,1.6,0.2,3.0,4.4,17.7,102,108,377
2008,6,CLE,Cleveland Cavaliers,Drew Gooden,26,51,51,1564,7.9,17.8,0.44,0.0,0.1,0.0,7.9,17.7,0.45,3.7,5.1,0.73,4.0,10.4,14.4,1.7,1.2,1.0,3.1,4.9,19.5,98,105,1056
2008,6,CLE,Cleveland Cavaliers,Damon Jones,31,67,3,1336,6.0,14.5,0.42,4.6,11.0,0.42,1.4,3.5,0.41,0.8,1.1,0.71,0.2,2.7,2.9,5.0,0.8,0.0,1.4,2.6,17.4,121,112,1534
2008,6,CLE,Cleveland Cavaliers,Anderson Varejao,25,48,13,1320,5.5,11.9,0.46,0.0,0.1,0.0,5.5,11.8,0.46,2.0,3.3,0.6,5.4,10.7,16.1,2.1,1.5,1.0,2.4,5.4,12.9,103,104,2958
2008,6,CLE,Cleveland Cavaliers,Larry Hughes,29,40,32,1210,7.9,21.0,0.38,1.9,5.5,0.34,6.0,15.5,0.39,3.9,4.8,0.82,1.2,5.1,6.3,4.1,2.6,0.5,3.2,4.0,21.6,96,106,1355
2008,6,CLE,Cleveland Cavaliers,Sasha Pavlovic,24,51,45,1188,6.5,18.1,0.36,1.5,5.1,0.3,5.0,13.0,0.39,2.4,3.5,0.69,1.6,4.2,5.7,3.7,1.3,0.3,2.5,5.2,17.0,93,109,2263
2008,6,CLE,Cleveland Cavaliers,Delonte West,24,26,26,806,6.5,14.9,0.44,1.9,5.2,0.37,4.6,9.6,0.48,2.7,3.4,0.79,1.2,5.2,6.4,7.7,1.9,1.3,3.4,3.9,17.7,108,107,3072
